tempo,weather,track_temperature,air_temperature,total_laps,track_lenght,session_type,track_id,type_formula,session_time_left,session_duration,pit_speed_limit,weather_forecast,rain_percentage,track_temp_change,air_temp_change,time_forecast
251.835,1,39,25,18,4294,15,16,0,7158,7200,80,1,5,2,2,0
252.352,1,39,25,18,4294,15,16,0,7158,7200,80,1,5,2,2,0
252.852,1,39,25,18,4294,15,16,0,7157,7200,80,1,5,2,2,0
253.35,1,39,25,18,4294,15,16,0,7157,7200,80,1,5,2,2,0
253.851,1,39,25,18,4294,15,16,0,7156,7200,80,1,5,2,2,0
254.354,1,39,25,18,4294,15,16,0,7156,7200,80,1,5,2,2,0
254.841,1,39,25,18,4294,15,16,0,7155,7200,80,1,5,2,2,0
255.341,1,39,25,18,4294,15,16,0,7155,7200,80,1,5,2,2,0
255.847,1,39,25,18,4294,15,16,0,7154,7200,80,1,5,2,2,0
256.34,1,39,25,18,4294,15,16,0,7154,7200,80,1,5,2,2,0
256.839,1,39,25,18,4294,15,16,0,7153,7200,80,1,5,2,2,0
257.348,1,39,25,18,4294,15,16,0,7153,7200,80,1,5,2,2,0
257.835,1,39,25,18,4294,15,16,0,7152,7200,80,1,5,2,2,0
258.35,1,39,25,18,4294,15,16,0,7152,7200,80,1,5,2,2,0
258.853,1,39,25,18,4294,15,16,0,7151,7200,80,1,5,2,2,0
259.348,1,39,25,18,4294,15,16,0,7151,7200,80,1,5,2,2,0
259.839,1,39,25,18,4294,15,16,0,7150,7200,80,1,5,2,2,0
260.356,1,39,25,18,4294,15,16,0,7150,7200,80,1,5,2,2,0
260.854,1,39,25,18,4294,15,16,0,7149,7200,80,1,5,2,2,0
261.348,1,39,25,18,4294,15,16,0,7149,7200,80,1,5,2,2,0
261.854,1,39,25,18,4294,15,16,0,7148,7200,80,1,5,2,2,0
262.344,1,39,25,18,4294,15,16,0,7148,7200,80,1,5,2,2,0
262.851,1,39,25,18,4294,15,16,0,7147,7200,80,1,5,2,2,0
263.349,1,39,25,18,4294,15,16,0,7147,7200,80,1,5,2,2,0
263.842,1,39,25,18,4294,15,16,0,7146,7200,80,1,5,2,2,0
264.349,1,39,25,18,4294,15,16,0,7146,7200,80,1,5,2,2,0
264.852,1,39,25,18,4294,15,16,0,7145,7200,80,1,5,2,2,0
265.341,1,39,25,18,4294,15,16,0,7145,7200,80,1,5,2,2,0
265.848,1,39,25,18,4294,15,16,0,7144,7200,80,1,5,2,2,0
266.354,1,39,25,18,4294,15,16,0,7144,7200,80,1,5,2,2,0
266.843,1,39,25,18,4294,15,16,0,7143,7200,80,1,5,2,2,0
267.339,1,39,25,18,4294,15,16,0,7143,7200,80,1,5,2,2,0
267.834,1,39,25,18,4294,15,16,0,7142,7200,80,1,5,2,2,0
268.349,1,39,25,18,4294,15,16,0,7142,7200,80,1,5,2,2,0
268.853,1,39,25,18,4294,15,16,0,7141,7200,80,1,5,2,2,0
269.343,1,39,25,18,4294,15,16,0,7141,7200,80,1,5,2,2,0
269.846,1,39,25,18,4294,15,16,0,7140,7200,80,1,5,2,2,0
270.35,1,39,25,18,4294,15,16,0,7140,7200,80,1,5,2,2,0
270.837,1,39,25,18,4294,15,16,0,7139,7200,80,1,5,2,2,0
271.348,1,39,25,18,4294,15,16,0,7139,7200,80,1,5,2,2,0
271.843,1,39,25,18,4294,15,16,0,7138,7200,80,1,5,2,2,0
272.352,1,39,25,18,4294,15,16,0,7138,7200,80,1,5,2,2,0
272.848,1,39,25,18,4294,15,16,0,7137,7200,80,1,5,2,2,0
273.341,1,39,25,18,4294,15,16,0,7137,7200,80,1,5,2,2,0
273.848,1,39,25,18,4294,15,16,0,7136,7200,80,1,5,2,2,0
274.333,1,39,25,18,4294,15,16,0,7136,7200,80,1,5,2,2,0
274.847,1,39,25,18,4294,15,16,0,7135,7200,80,1,5,2,2,0
275.337,1,39,25,18,4294,15,16,0,7135,7200,80,1,5,2,2,0
275.853,1,39,25,18,4294,15,16,0,7134,7200,80,1,5,2,2,0
276.347,1,39,25,18,4294,15,16,0,7134,7200,80,1,5,2,2,0
276.85,1,39,25,18,4294,15,16,0,7133,7200,80,1,5,2,2,0
277.337,1,39,25,18,4294,15,16,0,7133,7200,80,1,5,2,2,0
277.838,1,39,25,18,4294,15,16,0,7132,7200,80,1,5,2,2,0
278.34,1,39,25,18,4294,15,16,0,7132,7200,80,1,5,2,2,0
278.855,1,39,25,18,4294,15,16,0,7131,7200,80,1,5,2,2,0
279.335,1,39,25,18,4294,15,16,0,7131,7200,80,1,5,2,2,0
279.848,1,39,25,18,4294,15,16,0,7130,7200,80,1,5,2,2,0
280.344,1,39,25,18,4294,15,16,0,7130,7200,80,1,5,2,2,0
280.852,1,39,25,18,4294,15,16,0,7129,7200,80,1,5,2,2,0
281.347,1,39,25,18,4294,15,16,0,7129,7200,80,1,5,2,2,0
281.85,1,39,25,18,4294,15,16,0,7128,7200,80,1,5,2,2,0
282.337,1,39,25,18,4294,15,16,0,7128,7200,80,1,5,2,2,0
282.848,1,39,25,18,4294,15,16,0,7127,7200,80,1,5,2,2,0
283.354,1,39,25,18,4294,15,16,0,7127,7200,80,1,5,2,2,0
283.856,1,39,25,18,4294,15,16,0,7126,7200,80,1,5,2,2,0
284.334,1,39,25,18,4294,15,16,0,7126,7200,80,1,5,2,2,0
284.858,1,39,25,18,4294,15,16,0,7125,7200,80,1,5,2,2,0
285.333,1,39,25,18,4294,15,16,0,7125,7200,80,1,5,2,2,0
285.851,1,39,25,18,4294,15,16,0,7124,7200,80,1,5,2,2,0
286.351,1,39,25,18,4294,15,16,0,7124,7200,80,1,5,2,2,0
286.833,1,39,25,18,4294,15,16,0,7123,7200,80,1,5,2,2,0
287.36,1,39,25,18,4294,15,16,0,7123,7200,80,1,5,2,2,0
287.843,1,39,25,18,4294,15,16,0,7122,7200,80,1,5,2,2,0
288.333,1,39,25,18,4294,15,16,0,7122,7200,80,1,5,2,2,0
288.844,1,39,25,18,4294,15,16,0,7121,7200,80,1,5,2,2,0
289.34,1,39,25,18,4294,15,16,0,7121,7200,80,1,5,2,2,0
289.836,1,39,25,18,4294,15,16,0,7120,7200,80,1,5,2,2,0
290.343,1,39,25,18,4294,15,16,0,7120,7200,80,1,5,2,2,0
290.835,1,39,25,18,4294,15,16,0,7119,7200,80,1,5,2,2,0
291.338,1,39,25,18,4294,15,16,0,7119,7200,80,1,5,2,2,0
291.834,1,39,25,18,4294,15,16,0,7118,7200,80,1,5,2,2,0
292.347,1,39,25,18,4294,15,16,0,7118,7200,80,1,5,2,2,0
292.857,1,39,25,18,4294,15,16,0,7117,7200,80,1,5,2,2,0
293.334,1,39,25,18,4294,15,16,0,7117,7200,80,1,5,2,2,0
293.838,1,39,25,18,4294,15,16,0,7116,7200,80,1,5,2,2,0
294.338,1,39,25,18,4294,15,16,0,7116,7200,80,1,5,2,2,0
294.853,1,39,25,18,4294,15,16,0,7115,7200,80,1,5,2,2,0
295.353,1,39,25,18,4294,15,16,0,7115,7200,80,1,5,2,2,0
295.836,1,39,25,18,4294,15,16,0,7114,7200,80,1,5,2,2,0
296.339,1,39,25,18,4294,15,16,0,7114,7200,80,1,5,2,2,0
296.842,1,39,25,18,4294,15,16,0,7113,7200,80,1,5,2,2,0
297.332,1,39,25,18,4294,15,16,0,7113,7200,80,1,5,2,2,0
297.852,1,39,25,18,4294,15,16,0,7112,7200,80,1,5,2,2,0
298.335,1,39,25,18,4294,15,16,0,7112,7200,80,1,5,2,2,0
298.854,1,39,25,18,4294,15,16,0,7111,7200,80,1,5,2,2,0
299.341,1,39,25,18,4294,15,16,0,7111,7200,80,1,5,2,2,0
299.842,1,39,25,18,4294,15,16,0,7110,7200,80,1,5,2,2,0
300.341,1,39,25,18,4294,15,16,0,7110,7200,80,1,5,2,2,0
300.833,1,39,25,18,4294,15,16,0,7109,7200,80,1,5,2,2,0
301.353,1,39,25,18,4294,15,16,0,7109,7200,80,1,5,2,2,0
301.835,1,39,25,18,4294,15,16,0,7108,7200,80,1,5,2,2,0
302.336,1,39,25,18,4294,15,16,0,7108,7200,80,1,5,2,2,0
302.847,1,39,25,18,4294,15,16,0,7107,7200,80,1,5,2,2,0
303.345,1,39,25,18,4294,15,16,0,7107,7200,80,1,5,2,2,0
303.856,1,39,25,18,4294,15,16,0,7106,7200,80,1,5,2,2,0
304.341,1,39,25,18,4294,15,16,0,7106,7200,80,1,5,2,2,0
304.841,1,39,25,18,4294,15,16,0,7105,7200,80,1,5,2,2,0
305.346,1,39,25,18,4294,15,16,0,7105,7200,80,1,5,2,2,0
305.857,1,39,25,18,4294,15,16,0,7104,7200,80,1,5,2,2,0
306.338,1,39,25,18,4294,15,16,0,7104,7200,80,1,5,2,2,0
306.857,1,39,25,18,4294,15,16,0,7103,7200,80,1,5,2,2,0
307.34,1,39,25,18,4294,15,16,0,7103,7200,80,1,5,2,2,0
307.843,1,39,25,18,4294,15,16,0,7102,7200,80,1,5,2,2,0
308.356,1,39,25,18,4294,15,16,0,7102,7200,80,1,5,2,2,0
308.847,1,39,25,18,4294,15,16,0,7101,7200,80,1,5,2,2,0
309.348,1,39,25,18,4294,15,16,0,7101,7200,80,1,5,2,2,0
309.838,1,39,25,18,4294,15,16,0,7100,7200,80,1,5,2,2,0
310.353,1,39,25,18,4294,15,16,0,7100,7200,80,1,5,2,2,0
310.856,1,39,25,18,4294,15,16,0,7099,7200,80,1,5,2,2,0
311.357,1,39,25,18,4294,15,16,0,7099,7200,80,1,5,2,2,0
311.854,1,39,25,18,4294,15,16,0,7098,7200,80,1,5,2,2,0
312.349,1,39,25,18,4294,15,16,0,7098,7200,80,1,5,2,2,0
312.845,1,39,25,18,4294,15,16,0,7097,7200,80,1,5,2,2,0
313.345,1,39,25,18,4294,15,16,0,7097,7200,80,1,5,2,2,0
313.838,1,39,25,18,4294,15,16,0,7096,7200,80,1,5,2,2,0
314.342,1,39,25,18,4294,15,16,0,7096,7200,80,1,5,2,2,0
314.85,1,39,25,18,4294,15,16,0,7095,7200,80,1,5,2,2,0
315.344,1,39,25,18,4294,15,16,0,7095,7200,80,1,5,2,2,0
315.838,1,39,25,18,4294,15,16,0,7094,7200,80,1,5,2,2,0
316.352,1,39,25,18,4294,15,16,0,7094,7200,80,1,5,2,2,0
316.852,1,39,25,18,4294,15,16,0,7093,7200,80,1,5,2,2,0
317.343,1,39,25,18,4294,15,16,0,7093,7200,80,1,5,2,2,0
317.841,1,39,25,18,4294,15,16,0,7092,7200,80,1,5,2,2,0
318.346,1,39,25,18,4294,15,16,0,7092,7200,80,1,5,2,2,0
318.845,1,39,25,18,4294,15,16,0,7091,7200,80,1,5,2,2,0
319.355,1,39,25,18,4294,15,16,0,7091,7200,80,1,5,2,2,0
319.844,1,39,25,18,4294,15,16,0,7090,7200,80,1,5,2,2,0
320.348,1,39,25,18,4294,15,16,0,7090,7200,80,1,5,2,2,0
320.846,1,39,25,18,4294,15,16,0,7089,7200,80,1,5,2,2,0
321.345,1,39,25,18,4294,15,16,0,7089,7200,80,1,5,2,2,0
321.851,1,39,25,18,4294,15,16,0,7088,7200,80,1,5,2,2,0
322.348,1,39,25,18,4294,15,16,0,7088,7200,80,1,5,2,2,0
322.844,1,39,25,18,4294,15,16,0,7087,7200,80,1,5,2,2,0
323.346,1,39,25,18,4294,15,16,0,7087,7200,80,1,5,2,2,0
323.847,1,39,25,18,4294,15,16,0,7086,7200,80,1,5,2,2,0
324.344,1,39,25,18,4294,15,16,0,7086,7200,80,1,5,2,2,0
324.842,1,39,25,18,4294,15,16,0,7085,7200,80,1,5,2,2,0
325.334,1,39,25,18,4294,15,16,0,7085,7200,80,1,5,2,2,0
325.853,1,39,25,18,4294,15,16,0,7084,7200,80,1,5,2,2,0
326.341,1,39,25,18,4294,15,16,0,7084,7200,80,1,5,2,2,0
326.853,1,39,25,18,4294,15,16,0,7083,7200,80,1,5,2,2,0
327.342,1,39,25,18,4294,15,16,0,7083,7200,80,1,5,2,2,0
327.846,1,39,25,18,4294,15,16,0,7082,7200,80,1,5,2,2,0
328.346,1,39,25,18,4294,15,16,0,7082,7200,80,1,5,2,2,0
328.846,1,39,25,18,4294,15,16,0,7081,7200,80,1,5,2,2,0
329.342,1,39,25,18,4294,15,16,0,7081,7200,80,1,5,2,2,0
329.844,1,39,25,18,4294,15,16,0,7080,7200,80,1,5,2,2,0
330.332,1,39,25,18,4294,15,16,0,7080,7200,80,1,5,2,2,0
330.833,1,39,25,18,4294,15,16,0,7079,7200,80,1,5,2,2,0
331.35,1,39,25,18,4294,15,16,0,7079,7200,80,1,5,2,2,0
331.853,1,39,25,18,4294,15,16,0,7078,7200,80,1,5,2,2,0
332.344,1,39,25,18,4294,15,16,0,7078,7200,80,1,5,2,2,0
332.837,1,39,25,18,4294,15,16,0,7077,7200,80,1,5,2,2,0
333.357,1,39,25,18,4294,15,16,0,7077,7200,80,1,5,2,2,0
333.841,1,39,25,18,4294,15,16,0,7076,7200,80,1,5,2,2,0
334.343,1,39,25,18,4294,15,16,0,7076,7200,80,1,5,2,2,0
334.851,1,39,25,18,4294,15,16,0,7075,7200,80,1,5,2,2,0
335.353,1,39,25,18,4294,15,16,0,7075,7200,80,1,5,2,2,0
335.833,1,39,25,18,4294,15,16,0,7074,7200,80,1,5,2,2,0
336.353,1,39,25,18,4294,15,16,0,7074,7200,80,1,5,2,2,0
336.852,1,39,25,18,4294,15,16,0,7073,7200,80,1,5,2,2,0
337.336,1,39,25,18,4294,15,16,0,7073,7200,80,1,5,2,2,0
337.85,1,39,25,18,4294,15,16,0,7072,7200,80,1,5,2,2,0
338.353,1,39,25,18,4294,15,16,0,7072,7200,80,1,5,2,2,0
338.836,1,39,25,18,4294,15,16,0,7071,7200,80,1,5,2,2,0
339.352,1,39,25,18,4294,15,16,0,7071,7200,80,1,5,2,2,0
339.849,1,39,25,18,4294,15,16,0,7070,7200,80,1,5,2,2,0
340.353,1,39,25,18,4294,15,16,0,7070,7200,80,1,5,2,2,0
340.844,1,39,25,18,4294,15,16,0,7069,7200,80,1,5,2,2,0
341.353,1,39,25,18,4294,15,16,0,7069,7200,80,1,5,2,2,0
341.837,1,39,25,18,4294,15,16,0,7068,7200,80,1,5,2,2,0
342.336,1,39,25,18,4294,15,16,0,7068,7200,80,1,5,2,2,0
342.842,1,39,25,18,4294,15,16,0,7067,7200,80,1,5,2,2,0
343.348,1,39,25,18,4294,15,16,0,7067,7200,80,1,5,2,2,0
343.851,1,39,25,18,4294,15,16,0,7066,7200,80,1,5,2,2,0
344.355,1,39,25,18,4294,15,16,0,7066,7200,80,1,5,2,2,0
344.834,1,39,25,18,4294,15,16,0,7065,7200,80,1,5,2,2,0
345.339,1,39,25,18,4294,15,16,0,7065,7200,80,1,5,2,2,0
345.851,1,39,25,18,4294,15,16,0,7064,7200,80,1,5,2,2,0
346.349,1,39,25,18,4294,15,16,0,7064,7200,80,1,5,2,2,0
346.844,1,39,25,18,4294,15,16,0,7063,7200,80,1,5,2,2,0
347.337,1,39,25,18,4294,15,16,0,7063,7200,80,1,5,2,2,0
347.84,1,39,25,18,4294,15,16,0,7062,7200,80,1,5,2,2,0
348.346,1,39,25,18,4294,15,16,0,7062,7200,80,1,5,2,2,0
348.844,1,39,25,18,4294,15,16,0,7061,7200,80,1,5,2,2,0
349.333,1,39,25,18,4294,15,16,0,7061,7200,80,1,5,2,2,0
349.846,1,39,25,18,4294,15,16,0,7060,7200,80,1,5,2,2,0
350.348,1,39,25,18,4294,15,16,0,7060,7200,80,1,5,2,2,0
350.84,1,39,25,18,4294,15,16,0,7059,7200,80,1,5,2,2,0
351.341,1,39,25,18,4294,15,16,0,7059,7200,80,1,5,2,2,0
351.847,1,39,25,18,4294,15,16,0,7058,7200,80,1,5,2,2,0
352.349,1,39,25,18,4294,15,16,0,7058,7200,80,1,5,2,2,0
352.842,1,39,25,18,4294,15,16,0,7057,7200,80,1,5,2,2,0
353.337,1,39,25,18,4294,15,16,0,7057,7200,80,1,5,2,2,0
353.836,1,39,25,18,4294,15,16,0,7056,7200,80,1,5,2,2,0
354.347,1,39,25,18,4294,15,16,0,7056,7200,80,1,5,2,2,0
354.836,1,39,25,18,4294,15,16,0,7055,7200,80,1,5,2,2,0
355.334,1,39,25,18,4294,15,16,0,7055,7200,80,1,5,2,2,0
355.833,1,39,25,18,4294,15,16,0,7054,7200,80,1,5,2,2,0
356.34,1,39,25,18,4294,15,16,0,7054,7200,80,1,5,2,2,0
356.841,1,39,25,18,4294,15,16,0,7053,7200,80,1,5,2,2,0
357.346,1,39,25,18,4294,15,16,0,7053,7200,80,1,5,2,2,0
357.847,1,39,25,18,4294,15,16,0,7052,7200,80,1,5,2,2,0
358.344,1,39,25,18,4294,15,16,0,7052,7200,80,1,5,2,2,0
358.849,1,39,25,18,4294,15,16,0,7051,7200,80,1,5,2,2,0
359.337,1,39,25,18,4294,15,16,0,7051,7200,80,1,5,2,2,0
359.845,1,39,25,18,4294,15,16,0,7050,7200,80,1,5,2,2,0
360.334,1,39,25,18,4294,15,16,0,7050,7200,80,1,5,2,2,0
360.839,1,39,25,18,4294,15,16,0,7049,7200,80,1,5,2,2,0
361.338,1,39,25,18,4294,15,16,0,7049,7200,80,1,5,2,2,0
361.839,1,39,25,18,4294,15,16,0,7048,7200,80,1,5,2,2,0
362.354,1,39,25,18,4294,15,16,0,7048,7200,80,1,5,2,2,0
362.847,1,39,25,18,4294,15,16,0,7047,7200,80,1,5,2,2,0
363.353,1,39,25,18,4294,15,16,0,7047,7200,80,1,5,2,2,0
363.853,1,39,25,18,4294,15,16,0,7046,7200,80,1,5,2,2,0
364.336,1,39,25,18,4294,15,16,0,7046,7200,80,1,5,2,2,0
364.845,1,39,25,18,4294,15,16,0,7045,7200,80,1,5,2,2,0
365.346,1,39,25,18,4294,15,16,0,7045,7200,80,1,5,2,2,0
365.855,1,39,25,18,4294,15,16,0,7044,7200,80,1,5,2,2,0
366.352,1,39,25,18,4294,15,16,0,7044,7200,80,1,5,2,2,0
366.85,1,39,25,18,4294,15,16,0,7043,7200,80,1,5,2,2,0
367.342,1,39,25,18,4294,15,16,0,7043,7200,80,1,5,2,2,0
367.833,1,39,25,18,4294,15,16,0,7042,7200,80,1,5,2,2,0
368.348,1,39,25,18,4294,15,16,0,7042,7200,80,1,5,2,2,0
368.841,1,39,25,18,4294,15,16,0,7041,7200,80,1,5,2,2,0
369.334,1,39,25,18,4294,15,16,0,7041,7200,80,1,5,2,2,0
369.846,1,39,25,18,4294,15,16,0,7040,7200,80,1,5,2,2,0
370.345,1,39,25,18,4294,15,16,0,7040,7200,80,1,5,2,2,0
370.852,1,39,25,18,4294,15,16,0,7039,7200,80,1,5,2,2,0
371.345,1,39,25,18,4294,15,16,0,7039,7200,80,1,5,2,2,0
371.833,1,39,25,18,4294,15,16,0,7038,7200,80,1,5,2,2,0
372.344,1,39,25,18,4294,15,16,0,7038,7200,80,1,5,2,2,0
372.842,1,39,25,18,4294,15,16,0,7037,7200,80,1,5,2,2,0
373.35,1,39,25,18,4294,15,16,0,7037,7200,80,1,5,2,2,0
373.853,1,39,25,18,4294,15,16,0,7036,7200,80,1,5,2,2,0
374.352,1,39,25,18,4294,15,16,0,7036,7200,80,1,5,2,2,0
374.854,1,39,25,18,4294,15,16,0,7035,7200,80,1,5,2,2,0
375.342,1,39,25,18,4294,15,16,0,7035,7200,80,1,5,2,2,0
375.836,1,39,25,18,4294,15,16,0,7034,7200,80,1,5,2,2,0
376.352,1,39,25,18,4294,15,16,0,7034,7200,80,1,5,2,2,0
376.833,1,39,25,18,4294,15,16,0,7033,7200,80,1,5,2,2,0
377.345,1,39,25,18,4294,15,16,0,7033,7200,80,1,5,2,2,0
377.844,1,39,25,18,4294,15,16,0,7032,7200,80,1,5,2,2,0
378.359,1,39,25,18,4294,15,16,0,7032,7200,80,1,5,2,2,0
378.857,1,39,25,18,4294,15,16,0,7031,7200,80,1,5,2,2,0
379.347,1,39,25,18,4294,15,16,0,7031,7200,80,1,5,2,2,0
379.844,1,39,25,18,4294,15,16,0,7030,7200,80,1,5,2,2,0
380.348,1,39,25,18,4294,15,16,0,7030,7200,80,1,5,2,2,0
380.856,1,39,25,18,4294,15,16,0,7029,7200,80,1,5,2,2,0
381.356,1,39,25,18,4294,15,16,0,7029,7200,80,1,5,2,2,0
381.835,1,39,25,18,4294,15,16,0,7028,7200,80,1,5,2,2,0
382.338,1,39,25,18,4294,15,16,0,7028,7200,80,1,5,2,2,0
382.843,1,39,25,18,4294,15,16,0,7027,7200,80,1,5,2,2,0
383.347,1,39,25,18,4294,15,16,0,7027,7200,80,1,5,2,2,0
383.853,1,39,25,18,4294,15,16,0,7026,7200,80,1,5,2,2,0
384.341,1,39,25,18,4294,15,16,0,7026,7200,80,1,5,2,2,0
384.844,1,39,25,18,4294,15,16,0,7025,7200,80,1,5,2,2,0
385.352,1,39,25,18,4294,15,16,0,7025,7200,80,1,5,2,2,0
385.833,1,39,25,18,4294,15,16,0,7024,7200,80,1,5,2,2,0
386.342,1,39,25,18,4294,15,16,0,7024,7200,80,1,5,2,2,0
386.844,1,39,25,18,4294,15,16,0,7023,7200,80,1,5,2,2,0
387.339,1,39,25,18,4294,15,16,0,7023,7200,80,1,5,2,2,0
387.833,1,39,25,18,4294,15,16,0,7022,7200,80,1,5,2,2,0
388.354,1,39,25,18,4294,15,16,0,7022,7200,80,1,5,2,2,0
388.848,1,39,25,18,4294,15,16,0,7021,7200,80,1,5,2,2,0
389.352,1,39,25,18,4294,15,16,0,7021,7200,80,1,5,2,2,0
389.836,1,39,25,18,4294,15,16,0,7020,7200,80,1,5,2,2,0
390.334,1,39,25,18,4294,15,16,0,7020,7200,80,1,5,2,2,0
390.84,1,39,25,18,4294,15,16,0,7019,7200,80,1,5,2,2,0
391.347,1,39,25,18,4294,15,16,0,7019,7200,80,1,5,2,2,0
391.852,1,39,25,18,4294,15,16,0,7018,7200,80,1,5,2,2,0
392.344,1,39,25,18,4294,15,16,0,7018,7200,80,1,5,2,2,0
392.846,1,39,25,18,4294,15,16,0,7017,7200,80,1,5,2,2,0
393.355,1,39,25,18,4294,15,16,0,7017,7200,80,1,5,2,2,0
393.84,1,39,25,18,4294,15,16,0,7016,7200,80,1,5,2,2,0
394.335,1,39,25,18,4294,15,16,0,7016,7200,80,1,5,2,2,0
394.843,1,39,25,18,4294,15,16,0,7015,7200,80,1,5,2,2,0
395.337,1,39,25,18,4294,15,16,0,7015,7200,80,1,5,2,2,0
395.835,1,39,25,18,4294,15,16,0,7014,7200,80,1,5,2,2,0
396.344,1,39,25,18,4294,15,16,0,7014,7200,80,1,5,2,2,0
396.853,1,39,25,18,4294,15,16,0,7013,7200,80,1,5,2,2,0
397.344,1,39,25,18,4294,15,16,0,7013,7200,80,1,5,2,2,0
397.841,1,39,25,18,4294,15,16,0,7012,7200,80,1,5,2,2,0
398.333,1,39,25,18,4294,15,16,0,7012,7200,80,1,5,2,2,0
398.85,1,39,25,18,4294,15,16,0,7011,7200,80,1,5,2,2,0
399.335,1,39,25,18,4294,15,16,0,7011,7200,80,1,5,2,2,0
399.841,1,39,25,18,4294,15,16,0,7010,7200,80,1,5,2,2,0
400.344,1,39,25,18,4294,15,16,0,7010,7200,80,1,5,2,2,0
400.84,1,39,25,18,4294,15,16,0,7009,7200,80,1,5,2,2,0
401.343,1,39,25,18,4294,15,16,0,7009,7200,80,1,5,2,2,0
401.843,1,39,25,18,4294,15,16,0,7008,7200,80,1,5,2,2,0
402.343,1,39,25,18,4294,15,16,0,7008,7200,80,1,5,2,2,0
402.852,1,39,25,18,4294,15,16,0,7007,7200,80,1,5,2,2,0
403.351,1,39,25,18,4294,15,16,0,7007,7200,80,1,5,2,2,0
403.838,1,39,25,18,4294,15,16,0,7006,7200,80,1,5,2,2,0
404.351,1,39,25,18,4294,15,16,0,7006,7200,80,1,5,2,2,0
404.852,1,39,25,18,4294,15,16,0,7005,7200,80,1,5,2,2,0
405.342,1,39,25,18,4294,15,16,0,7005,7200,80,1,5,2,2,0
405.853,1,39,25,18,4294,15,16,0,7004,7200,80,1,5,2,2,0
406.345,1,39,25,18,4294,15,16,0,7004,7200,80,1,5,2,2,0
406.853,1,39,25,18,4294,15,16,0,7003,7200,80,1,5,2,2,0
407.343,1,39,25,18,4294,15,16,0,7003,7200,80,1,5,2,2,0
407.842,1,39,25,18,4294,15,16,0,7002,7200,80,1,5,2,2,0
408.351,1,39,25,18,4294,15,16,0,7002,7200,80,1,5,2,2,0
408.85,1,39,25,18,4294,15,16,0,7001,7200,80,1,5,2,2,0
409.34,1,39,25,18,4294,15,16,0,7001,7200,80,1,5,2,2,0
409.837,1,39,25,18,4294,15,16,0,7000,7200,80,1,5,2,2,0
410.347,1,39,25,18,4294,15,16,0,7000,7200,80,1,5,2,2,0
410.853,1,39,25,18,4294,15,16,0,6999,7200,80,1,5,2,2,0
411.347,1,39,25,18,4294,15,16,0,6999,7200,80,1,5,2,2,0
411.845,1,39,25,18,4294,15,16,0,6998,7200,80,1,5,2,2,0
412.34,1,39,25,18,4294,15,16,0,6998,7200,80,1,5,2,2,0
412.85,1,39,25,18,4294,15,16,0,6997,7200,80,1,5,2,2,0
413.345,1,39,25,18,4294,15,16,0,6997,7200,80,1,5,2,2,0
413.835,1,39,25,18,4294,15,16,0,6996,7200,80,1,5,2,2,0
414.346,1,39,25,18,4294,15,16,0,6996,7200,80,1,5,2,2,0
414.851,1,39,25,18,4294,15,16,0,6995,7200,80,1,5,2,2,0
415.343,1,39,25,18,4294,15,16,0,6995,7200,80,1,5,2,2,0
415.838,1,39,25,18,4294,15,16,0,6994,7200,80,1,5,2,2,0
416.342,1,39,25,18,4294,15,16,0,6994,7200,80,1,5,2,2,0
416.834,1,39,25,18,4294,15,16,0,6993,7200,80,1,5,2,2,0
417.344,1,39,25,18,4294,15,16,0,6993,7200,80,1,5,2,2,0
417.847,1,39,25,18,4294,15,16,0,6992,7200,80,1,5,2,2,0
418.347,1,39,25,18,4294,15,16,0,6992,7200,80,1,5,2,2,0
418.833,1,39,25,18,4294,15,16,0,6991,7200,80,1,5,2,2,0
419.354,1,39,25,18,4294,15,16,0,6991,7200,80,1,5,2,2,0
419.847,1,39,25,18,4294,15,16,0,6990,7200,80,1,5,2,2,0
420.352,1,39,25,18,4294,15,16,0,6990,7200,80,1,5,2,2,0
420.836,1,39,25,18,4294,15,16,0,6989,7200,80,1,5,2,2,0
421.335,1,39,25,18,4294,15,16,0,6989,7200,80,1,5,2,2,0
421.833,1,39,25,18,4294,15,16,0,6988,7200,80,1,5,2,2,0
422.355,1,39,25,18,4294,15,16,0,6988,7200,80,1,5,2,2,0
422.843,1,39,25,18,4294,15,16,0,6987,7200,80,1,5,2,2,0
423.356,1,39,25,18,4294,15,16,0,6987,7200,80,1,5,2,2,0
423.857,1,39,25,18,4294,15,16,0,6986,7200,80,1,5,2,2,0
424.349,1,39,25,18,4294,15,16,0,6986,7200,80,1,5,2,2,0
424.839,1,39,25,18,4294,15,16,0,6985,7200,80,1,5,2,2,0
425.342,1,39,25,18,4294,15,16,0,6985,7200,80,1,5,2,2,0
425.839,1,39,25,18,4294,15,16,0,6984,7200,80,1,5,2,2,0
426.337,1,39,25,18,4294,15,16,0,6984,7200,80,1,5,2,2,0
426.836,1,39,25,18,4294,15,16,0,6983,7200,80,1,5,2,2,0
427.342,1,39,25,18,4294,15,16,0,6983,7200,80,1,5,2,2,0
427.851,1,39,25,18,4294,15,16,0,6982,7200,80,1,5,2,2,0
428.334,1,39,25,18,4294,15,16,0,6982,7200,80,1,5,2,2,0
428.833,1,39,25,18,4294,15,16,0,6981,7200,80,1,5,2,2,0
429.349,1,39,25,18,4294,15,16,0,6981,7200,80,1,5,2,2,0
