tempo,actual_tyre,visual_tyre,wear_tyre,available_tyre,recommended_session,life_span,usable_life,lap_delta_time,fitted
706.724,18,17,27,1,6,13,22,0,1
707.711,18,17,27,1,6,13,22,0,1
708.707,18,17,27,1,6,13,22,0,1
709.71,18,17,27,1,6,13,22,0,1
710.721,18,17,27,1,6,13,22,0,1
711.705,18,17,28,1,6,13,22,0,1
712.705,18,17,28,1,6,13,22,0,1
713.702,18,17,28,1,6,13,22,0,1
714.705,18,17,28,1,6,13,22,0,1
715.716,18,17,28,1,6,13,22,0,1
716.702,18,17,28,1,6,13,22,0,1
717.718,18,17,28,1,6,13,22,0,1
718.702,18,17,28,1,6,13,22,0,1
719.717,18,17,28,1,6,13,22,0,1
720.712,18,17,28,1,6,13,22,0,1
721.722,18,17,28,1,6,13,22,0,1
722.713,18,17,28,1,6,13,22,0,1
723.707,18,17,28,1,6,13,22,0,1
724.704,18,17,28,1,6,13,22,0,1
725.709,18,17,28,1,6,13,22,0,1
726.71,18,17,28,1,6,13,22,0,1
727.728,18,17,28,1,6,13,22,0,1
728.703,18,17,28,1,6,13,22,0,1
729.715,18,17,28,1,6,13,22,0,1
730.711,18,17,28,1,6,13,22,0,1
731.709,18,17,28,1,6,13,22,0,1
732.709,18,17,28,1,6,13,22,0,1
733.721,18,17,28,1,6,13,22,0,1
734.719,18,17,28,1,6,12,22,0,1
735.703,18,17,28,1,6,12,22,0,1
736.724,18,17,28,1,6,12,22,0,1
737.711,18,17,28,1,6,12,22,0,1
738.719,18,17,28,1,6,12,22,0,1
739.727,18,17,28,1,6,12,22,0,1
740.721,18,17,28,1,6,12,22,0,1
741.709,18,17,28,1,6,12,22,0,1
742.708,18,17,28,1,6,12,22,0,1
743.707,18,17,29,1,6,12,22,0,1
744.721,18,17,29,1,6,12,22,0,1
745.73,18,17,29,1,6,12,22,0,1
746.716,18,17,29,1,6,12,22,0,1
747.712,18,17,29,1,6,12,22,0,1
748.727,18,17,29,1,6,12,22,0,1
749.714,18,17,29,1,6,12,22,0,1
750.714,18,17,29,1,6,12,22,0,1
751.702,18,17,29,1,6,12,22,0,1
752.716,18,17,29,1,6,12,22,0,1
753.707,18,17,29,1,6,12,22,0,1
754.723,18,17,29,1,6,12,22,0,1
755.712,18,17,29,1,6,12,22,0,1
756.705,18,17,29,1,6,12,22,0,1
757.716,18,17,29,1,6,12,22,0,1
758.722,18,17,29,1,6,12,22,0,1
759.713,18,17,29,1,6,12,22,0,1
760.718,18,17,29,1,6,12,22,0,1
761.705,18,17,29,1,6,12,22,0,1
762.704,18,17,30,1,6,12,22,0,1
763.714,18,17,30,1,6,12,22,0,1
764.706,18,17,30,1,6,12,22,0,1
765.714,18,17,30,1,6,12,22,0,1
766.709,18,17,30,1,6,12,22,0,1
767.72,18,17,30,1,6,12,22,0,1
768.71,18,17,30,1,6,12,22,0,1
769.721,18,17,30,1,6,12,22,0,1
770.704,18,17,30,1,6,12,22,0,1
771.719,18,17,30,1,6,12,22,0,1
772.724,18,17,30,1,6,12,22,0,1
773.722,18,17,30,1,6,12,22,0,1
774.724,18,17,30,1,6,12,22,0,1
775.703,18,17,30,1,6,12,22,0,1
776.719,18,17,30,1,6,12,22,0,1
777.722,18,17,30,1,6,12,22,0,1
778.722,18,17,30,1,6,12,22,0,1
779.714,18,17,30,1,6,12,22,0,1
780.721,18,17,30,1,6,12,22,0,1
781.705,18,17,31,1,6,12,22,0,1
782.711,18,17,31,1,6,12,22,0,1
783.713,18,17,31,1,6,12,22,0,1
784.718,18,17,31,1,6,12,22,0,1
785.715,18,17,31,1,6,12,22,0,1
786.719,18,17,31,1,6,12,22,0,1
787.711,18,17,31,1,6,12,22,0,1
788.715,18,17,31,1,6,12,22,0,1
789.716,18,17,31,1,6,12,22,0,1
790.718,18,17,31,1,6,12,22,0,1
791.722,18,17,31,1,6,12,22,0,1
792.709,18,17,31,1,6,12,22,0,1
793.708,18,17,31,1,6,12,22,0,1
794.727,18,17,31,1,6,12,22,0,1
795.712,18,17,31,1,6,12,22,0,1
796.728,18,17,31,1,6,12,22,0,1
797.719,18,17,31,1,6,12,22,0,1
798.717,18,17,31,1,6,12,22,0,1
799.716,18,17,31,1,6,12,22,0,1
800.714,18,17,31,1,6,12,22,0,1
801.704,18,17,31,1,6,12,22,0,1
802.706,18,17,31,1,6,12,22,0,1
803.717,18,17,31,1,6,12,22,0,1
804.72,18,17,31,1,6,12,22,0,1
805.722,18,17,31,1,6,12,22,0,1
806.718,18,17,31,1,6,12,22,0,1
807.707,18,17,31,1,6,12,22,0,1
808.717,18,17,31,1,6,12,22,0,1
809.704,18,17,31,1,6,12,22,0,1
810.712,18,17,31,1,6,11,22,0,1
811.713,18,17,31,1,6,11,22,0,1
812.709,18,17,31,1,6,11,22,0,1
813.703,18,17,32,1,6,11,22,0,1
814.714,18,17,32,1,6,11,22,0,1
815.717,18,17,32,1,6,11,22,0,1
816.725,18,17,32,1,6,11,22,0,1
817.704,18,17,32,1,6,11,22,0,1
818.718,18,17,32,1,6,11,22,0,1
819.722,18,17,32,1,6,11,22,0,1
820.704,18,17,32,1,6,11,22,0,1
821.724,18,17,32,1,6,11,22,0,1
822.723,18,17,32,1,6,11,22,0,1
823.718,18,17,32,1,6,11,22,0,1
824.704,18,17,32,1,6,11,22,0,1
825.711,18,17,32,1,6,11,22,0,1
826.704,18,17,32,1,6,11,22,0,1
827.723,18,17,32,1,6,11,22,0,1
828.715,18,17,32,1,6,11,22,0,1
829.713,18,17,32,1,6,11,22,0,1
830.717,18,17,32,1,6,11,22,0,1
831.718,18,17,32,1,6,11,22,0,1
832.71,18,17,32,1,6,11,22,0,1
833.71,18,17,32,1,6,11,22,0,1
834.715,18,17,33,1,6,11,22,0,1
835.704,18,17,33,1,6,11,22,0,1
836.705,18,17,33,1,6,11,22,0,1
837.703,18,17,33,1,6,11,22,0,1
838.708,18,17,33,1,6,11,22,0,1
839.721,18,17,33,1,6,11,22,0,1
840.703,18,17,33,1,6,11,22,0,1
841.704,18,17,33,1,6,11,22,0,1
842.707,18,17,33,1,6,11,22,0,1
843.709,18,17,33,1,6,11,22,0,1
844.703,18,17,33,1,6,11,22,0,1
845.723,18,17,34,1,6,11,22,0,1
846.714,18,17,34,1,6,11,22,0,1
847.711,18,17,34,1,6,11,22,0,1
848.701,18,17,34,1,6,11,22,0,1
849.707,18,17,34,1,6,11,22,0,1
850.714,18,17,34,1,6,11,22,0,1
851.702,18,17,34,1,6,11,22,0,1
852.705,18,17,34,1,6,11,22,0,1
853.724,18,17,34,1,6,11,22,0,1
854.713,18,17,34,1,6,11,22,0,1
855.707,18,17,34,1,6,11,22,0,1
856.703,18,17,34,1,6,11,22,0,1
857.71,18,17,34,1,6,11,22,0,1
858.719,18,17,34,1,6,11,22,0,1
859.704,18,17,34,1,6,11,22,0,1
860.712,18,17,34,1,6,11,22,0,1
861.72,18,17,34,1,6,11,22,0,1
862.718,18,17,34,1,6,11,22,0,1
863.705,18,17,34,1,6,11,22,0,1
864.715,18,17,34,1,6,11,22,0,1
865.704,18,17,34,1,6,11,22,0,1
866.711,18,17,34,1,6,11,22,0,1
867.703,18,17,34,1,6,11,22,0,1
868.704,18,17,34,1,6,11,22,0,1
869.716,18,17,34,1,6,11,22,0,1
870.71,18,17,34,1,6,11,22,0,1
871.721,18,17,35,1,6,11,22,0,1
872.72,18,17,35,1,6,11,22,0,1
873.714,18,17,35,1,6,11,22,0,1
874.712,18,17,35,1,6,11,22,0,1
875.711,18,17,35,1,6,11,22,0,1
876.702,18,17,35,1,6,11,22,0,1
877.72,18,17,35,1,6,11,22,0,1
878.722,18,17,35,1,6,11,22,0,1
879.707,18,17,35,1,6,11,22,0,1
880.704,18,17,35,1,6,10,22,0,1
881.711,18,17,35,1,6,10,22,0,1
882.709,18,17,35,1,6,10,22,0,1
883.717,18,17,35,1,6,10,22,0,1
884.724,18,17,35,1,6,10,22,0,1
885.713,18,17,35,1,6,10,22,0,1
886.702,18,17,35,1,6,10,22,0,1
887.712,18,17,35,1,6,10,22,0,1
888.71,18,17,35,1,6,10,22,0,1
889.713,18,17,35,1,6,10,22,0,1
890.725,18,17,35,1,6,10,22,0,1
891.707,18,17,35,1,6,10,22,0,1
892.705,18,17,35,1,6,10,22,0,1
893.708,18,17,35,1,6,10,22,0,1
894.71,18,17,35,1,6,10,22,0,1
895.707,18,17,35,1,6,10,22,0,1
896.722,18,17,35,1,6,10,22,0,1
897.721,18,17,35,1,6,10,22,0,1
898.709,18,17,35,1,6,10,22,0,1
899.723,18,17,35,1,6,10,22,0,1
900.714,18,17,35,1,6,10,22,0,1
901.721,18,17,36,1,6,10,22,0,1
902.711,18,17,36,1,6,10,22,0,1
903.71,18,17,36,1,6,10,22,0,1
904.704,18,17,36,1,6,10,22,0,1
905.703,18,17,36,1,6,10,22,0,1
906.72,18,17,36,1,6,10,22,0,1
907.711,18,17,36,1,6,10,22,0,1
908.704,18,17,36,1,6,10,22,0,1
909.716,18,17,36,1,6,10,22,0,1
910.722,18,17,37,1,6,10,22,0,1
911.702,18,17,37,1,6,10,22,0,1
912.717,18,17,37,1,6,10,22,0,1
913.712,18,17,37,1,6,10,22,0,1
914.71,18,17,37,1,6,10,22,0,1
915.709,18,17,37,1,6,10,22,0,1
916.709,18,17,37,1,6,10,22,0,1
917.72,18,17,37,1,6,10,22,0,1
918.714,18,17,37,1,6,10,22,0,1
919.727,18,17,37,1,6,10,22,0,1
920.722,18,17,37,1,6,10,22,0,1
921.704,18,17,37,1,6,10,22,0,1
922.705,18,17,37,1,6,10,22,0,1
923.714,18,17,37,1,6,10,22,0,1
924.724,18,17,37,1,6,10,22,0,1
925.719,18,17,37,1,6,10,22,0,1
926.724,18,17,37,1,6,10,22,0,1
927.707,18,17,37,1,6,10,22,0,1
928.724,18,17,37,1,6,10,22,0,1
929.707,18,17,37,1,6,10,22,0,1
930.711,18,17,37,1,6,10,22,0,1
931.714,18,17,38,1,6,10,22,0,1
932.717,18,17,38,1,6,10,22,0,1
933.705,18,17,38,1,6,10,22,0,1
934.717,18,17,38,1,6,10,22,0,1
935.722,18,17,38,1,6,10,22,0,1
936.709,18,17,38,1,6,10,22,0,1
937.719,18,17,38,1,6,10,22,0,1
938.723,18,17,38,1,6,10,22,0,1
939.711,18,17,38,1,6,10,22,0,1
940.719,18,17,38,1,6,9,22,0,1
941.73,18,17,38,1,6,9,22,0,1
942.703,18,17,38,1,6,9,22,0,1
943.718,18,17,38,1,6,9,22,0,1
944.707,18,17,38,1,6,9,22,0,1
945.712,18,17,38,1,6,9,22,0,1
946.711,18,17,38,1,6,9,22,0,1
947.715,18,17,38,1,6,9,22,0,1
948.704,18,17,38,1,6,9,22,0,1
949.709,18,17,38,1,6,9,22,0,1
950.712,18,17,38,1,6,9,22,0,1
951.717,18,17,38,1,6,9,22,0,1
952.707,18,17,38,1,6,9,22,0,1
953.721,18,17,38,1,6,9,22,0,1
954.734,18,17,38,1,6,9,22,0,1
955.704,18,17,38,1,6,9,22,0,1
956.733,18,17,38,1,6,9,22,0,1
957.715,18,17,38,1,6,9,22,0,1
958.718,18,17,38,1,6,9,22,0,1
959.727,17,16,0,1,5,18,18,0,1
960.734,17,16,0,1,5,18,18,0,1
961.717,17,16,0,1,5,18,18,0,1
962.721,17,16,0,1,5,18,18,0,1
963.708,17,16,0,1,5,18,18,0,1
964.714,17,16,0,1,5,18,18,0,1
965.702,17,16,0,1,5,18,18,0,1
966.715,17,16,0,1,5,18,18,0,1
967.724,17,16,0,1,5,18,18,0,1
968.723,17,16,0,1,5,18,18,0,1
969.703,17,16,0,1,5,18,18,0,1
970.717,17,16,0,1,5,18,18,0,1
971.708,17,16,0,1,5,17,18,0,1
972.704,17,16,0,1,5,17,18,0,1
973.72,17,16,0,1,5,17,18,0,1
974.705,17,16,0,1,5,17,18,0,1
975.725,17,16,0,1,5,17,18,0,1
976.713,17,16,0,1,5,17,18,0,1
977.705,17,16,0,1,5,17,18,0,1
978.705,17,16,0,1,5,17,18,0,1
979.718,17,16,0,1,5,17,18,0,1
980.703,17,16,0,1,5,17,18,0,1
981.709,17,16,0,1,5,17,18,0,1
982.721,17,16,0,1,5,17,18,0,1
983.705,17,16,0,1,5,17,18,0,1
984.722,17,16,0,1,5,17,18,0,1
985.717,17,16,0,1,5,17,18,0,1
986.716,17,16,0,1,5,17,18,0,1
987.721,17,16,0,1,5,17,18,0,1
988.725,17,16,0,1,5,17,18,0,1
989.704,17,16,0,1,5,17,18,0,1
990.722,17,16,0,1,5,17,18,0,1
991.704,17,16,0,1,5,17,18,0,1
992.701,17,16,0,1,5,17,18,0,1
993.704,17,16,0,1,5,17,18,0,1
994.701,17,16,0,1,5,17,18,0,1
995.722,17,16,0,1,5,17,18,0,1
996.72,17,16,0,1,5,17,18,0,1
997.723,17,16,0,1,5,17,18,0,1
998.724,17,16,0,1,5,17,18,0,1
999.704,17,16,1,1,5,17,18,0,1
1000.723,17,16,1,1,5,17,18,0,1
1001.705,17,16,1,1,5,17,18,0,1
1002.702,17,16,1,1,5,17,18,0,1
1003.705,17,16,1,1,5,17,18,0,1
1004.705,17,16,2,1,5,17,18,0,1
1005.715,17,16,2,1,5,17,18,0,1
1006.704,17,16,2,1,5,17,18,0,1
1007.721,17,16,2,1,5,17,18,0,1
1008.703,17,16,2,1,5,17,18,0,1
1009.707,17,16,2,1,5,17,18,0,1
1010.709,17,16,2,1,5,17,18,0,1
1011.713,17,16,2,1,5,17,18,0,1
1012.713,17,16,2,1,5,17,18,0,1
1013.713,17,16,2,1,5,17,18,0,1
1014.72,17,16,2,1,5,17,18,0,1
1015.711,17,16,2,1,5,17,18,0,1
1016.717,17,16,2,1,5,17,18,0,1
1017.714,17,16,2,1,5,17,18,0,1
1018.712,17,16,2,1,5,17,18,0,1
1019.723,17,16,2,1,5,17,18,0,1
1020.71,17,16,2,1,5,17,18,0,1
1021.702,17,16,3,1,5,17,18,0,1
1022.72,17,16,3,1,5,17,18,0,1
1023.722,17,16,3,1,5,17,18,0,1
1024.72,17,16,3,1,5,17,18,0,1
1025.703,17,16,3,1,5,17,18,0,1
1026.721,17,16,3,1,5,17,18,0,1
1027.718,17,16,3,1,5,17,18,0,1
1028.71,17,16,3,1,5,17,18,0,1
1029.725,17,16,3,1,5,17,18,0,1
1030.725,17,16,3,1,5,17,18,0,1
1031.714,17,16,3,1,5,17,18,0,1
1032.726,17,16,3,1,5,17,18,0,1
1033.723,17,16,3,1,5,17,18,0,1
1034.718,17,16,3,1,5,17,18,0,1
1035.704,17,16,3,1,5,17,18,0,1
1036.729,17,16,3,1,5,17,18,0,1
1037.709,17,16,3,1,5,17,18,0,1
1038.703,17,16,3,1,5,17,18,0,1
1039.709,17,16,3,1,5,17,18,0,1
1040.708,17,16,3,1,5,17,18,0,1
1041.721,17,16,3,1,5,17,18,0,1
1042.708,17,16,3,1,5,17,18,0,1
1043.714,17,16,3,1,5,16,18,0,1
1044.714,17,16,3,1,5,16,18,0,1
1045.71,17,16,3,1,5,16,18,0,1
1046.714,17,16,4,1,5,16,18,0,1
1047.72,17,16,4,1,5,16,18,0,1
1048.708,17,16,4,1,5,16,18,0,1
1049.708,17,16,4,1,5,16,18,0,1
1050.703,17,16,4,1,5,16,18,0,1
1051.705,17,16,4,1,5,16,18,0,1
1052.715,17,16,4,1,5,16,18,0,1
1053.722,17,16,4,1,5,16,18,0,1
1054.711,17,16,4,1,5,16,18,0,1
1055.722,17,16,4,1,5,16,18,0,1
1056.702,17,16,4,1,5,16,18,0,1
1057.727,17,16,4,1,5,16,18,0,1
1058.728,17,16,4,1,5,16,18,0,1
1059.724,17,16,4,1,5,16,18,0,1
1060.718,17,16,4,1,5,16,18,0,1
1061.708,17,16,4,1,5,16,18,0,1
1062.725,17,16,4,1,5,16,18,0,1
1063.717,17,16,4,1,5,16,18,0,1
1064.708,17,16,5,1,5,16,18,0,1
1065.709,17,16,5,1,5,16,18,0,1
1066.719,17,16,5,1,5,16,18,0,1
1067.716,17,16,5,1,5,16,18,0,1
1068.722,17,16,5,1,5,16,18,0,1
1069.72,17,16,5,1,5,16,18,0,1
1070.709,17,16,5,1,5,16,18,0,1
1071.711,17,16,5,1,5,16,18,0,1
1072.722,17,16,5,1,5,16,18,0,1
1073.713,17,16,5,1,5,16,18,0,1
1074.706,17,16,6,1,5,16,18,0,1
1075.712,17,16,6,1,5,16,18,0,1
1076.712,17,16,6,1,5,16,18,0,1
1077.715,17,16,6,1,5,16,18,0,1
1078.718,17,16,6,1,5,16,18,0,1
1079.725,17,16,6,1,5,16,18,0,1
1080.713,17,16,6,1,5,16,18,0,1
1081.709,17,16,6,1,5,16,18,0,1
1082.726,17,16,6,1,5,16,18,0,1
1083.716,17,16,6,1,5,16,18,0,1
1084.72,17,16,6,1,5,16,18,0,1
1085.71,17,16,6,1,5,16,18,0,1
1086.725,17,16,6,1,5,16,18,0,1
1087.716,17,16,6,1,5,16,18,0,1
1088.71,17,16,7,1,5,16,18,0,1
1089.704,17,16,7,1,5,16,18,0,1
1090.721,17,16,7,1,5,16,18,0,1
1091.709,17,16,7,1,5,16,18,0,1
1092.706,17,16,7,1,5,16,18,0,1
1093.704,17,16,7,1,5,16,18,0,1
1094.718,17,16,7,1,5,16,18,0,1
1095.703,17,16,7,1,5,15,18,0,1
1096.709,17,16,7,1,5,15,18,0,1
1097.719,17,16,7,1,5,15,18,0,1
1098.705,17,16,7,1,5,15,18,0,1
1099.707,17,16,7,1,5,15,18,0,1
1100.716,17,16,7,1,5,15,18,0,1
1101.722,17,16,7,1,5,15,18,0,1
1102.71,17,16,8,1,5,15,18,0,1
1103.706,17,16,8,1,5,15,18,0,1
1104.715,17,16,8,1,5,15,18,0,1
1105.722,17,16,8,1,5,15,18,0,1
1106.713,17,16,8,1,5,15,18,0,1
1107.711,17,16,8,1,5,15,18,0,1
1108.724,17,16,8,1,5,15,18,0,1
1109.718,17,16,8,1,5,15,18,0,1
1110.718,17,16,8,1,5,15,18,0,1
1111.718,17,16,8,1,5,15,18,0,1
1112.723,17,16,8,1,5,15,18,0,1
1113.723,17,16,8,1,5,15,18,0,1
1114.717,17,16,8,1,5,15,18,0,1
1115.703,17,16,8,1,5,15,18,0,1
1116.724,17,16,8,1,5,15,18,0,1
1117.706,17,16,8,1,5,15,18,0,1
1118.718,17,16,8,1,5,15,18,0,1
1119.717,17,16,8,1,5,15,18,0,1
1120.718,17,16,8,1,5,15,18,0,1
1121.71,17,16,8,1,5,15,18,0,1
1122.704,17,16,8,1,5,15,18,0,1
1123.707,17,16,8,1,5,15,18,0,1
1124.717,17,16,8,1,5,15,18,0,1
1125.726,17,16,8,1,5,15,18,0,1
1126.728,17,16,8,1,5,15,18,0,1
1127.72,17,16,8,1,5,15,18,0,1
1128.724,17,16,8,1,5,15,18,0,1
1129.712,17,16,8,1,5,15,18,0,1
1130.708,17,16,9,1,5,15,18,0,1
1131.713,17,16,9,1,5,15,18,0,1
1132.716,17,16,9,1,5,15,18,0,1
1133.721,17,16,9,1,5,15,18,0,1
1134.709,17,16,9,1,5,15,18,0,1
1135.725,17,16,9,1,5,15,18,0,1
1136.706,17,16,9,1,5,15,18,0,1
1137.725,17,16,9,1,5,15,18,0,1
1138.708,17,16,9,1,5,15,18,0,1
1139.716,17,16,9,1,5,15,18,0,1
1140.721,17,16,9,1,5,15,18,0,1
1141.721,17,16,9,1,5,15,18,0,1
1142.712,17,16,9,1,5,15,18,0,1
1143.702,17,16,9,1,5,15,18,0,1
1144.714,17,16,10,1,5,15,18,0,1
1145.717,17,16,10,1,5,15,18,0,1
1146.709,17,16,10,1,5,15,18,0,1
1147.719,17,16,10,1,5,15,18,0,1
1148.714,17,16,10,1,5,15,18,0,1
1149.723,17,16,10,1,5,15,18,0,1
1150.706,17,16,10,1,5,15,18,0,1
1151.704,17,16,10,1,5,15,18,0,1
1152.709,17,16,10,1,5,15,18,0,1
1153.702,17,16,11,1,5,15,18,0,1
1154.714,17,16,11,1,5,15,18,0,1
1155.71,17,16,11,1,5,15,18,0,1
1156.711,17,16,11,1,5,15,18,0,1
1157.715,17,16,11,1,5,15,18,0,1
1158.703,17,16,11,1,5,15,18,0,1
1159.72,17,16,11,1,5,15,18,0,1
1160.708,17,16,11,1,5,14,18,0,1
1161.721,17,16,11,1,5,14,18,0,1
1162.702,17,16,11,1,5,14,18,0,1
1163.715,17,16,11,1,5,14,18,0,1
1164.706,17,16,11,1,5,14,18,0,1
1165.711,17,16,11,1,5,14,18,0,1
1166.722,17,16,11,1,5,14,18,0,1
1167.702,17,16,11,1,5,14,18,0,1
1168.723,17,16,11,1,5,14,18,0,1
1169.712,17,16,11,1,5,14,18,0,1
1170.717,17,16,12,1,5,14,18,0,1
1171.705,17,16,12,1,5,14,18,0,1
1172.703,17,16,12,1,5,14,18,0,1
1173.707,17,16,12,1,5,14,18,0,1
1174.72,17,16,12,1,5,14,18,0,1
1175.707,17,16,12,1,5,14,18,0,1
1176.716,17,16,12,1,5,14,18,0,1
1177.72,17,16,12,1,5,14,18,0,1
1178.707,17,16,12,1,5,14,18,0,1
1179.719,17,16,12,1,5,14,18,0,1
1180.718,17,16,12,1,5,14,18,0,1
1181.71,17,16,12,1,5,14,18,0,1
1182.722,17,16,12,1,5,14,18,0,1
1183.726,17,16,12,1,5,14,18,0,1
1184.712,17,16,12,1,5,14,18,0,1
1185.708,17,16,12,1,5,14,18,0,1
1186.716,17,16,12,1,5,14,18,0,1
1187.722,17,16,12,1,5,14,18,0,1
1188.703,17,16,12,1,5,14,18,0,1
1189.723,17,16,12,1,5,14,18,0,1
1190.717,17,16,12,1,5,14,18,0,1
1191.712,17,16,12,1,5,14,18,0,1
1192.718,17,16,12,1,5,14,18,0,1
1193.716,17,16,12,1,5,14,18,0,1
1194.713,17,16,12,1,5,14,18,0,1
1195.705,17,16,12,1,5,14,18,0,1
1196.721,17,16,12,1,5,14,18,0,1
1197.726,17,16,13,1,5,14,18,0,1
1198.711,17,16,13,1,5,14,18,0,1
1199.712,17,16,13,1,5,14,18,0,1
1200.71,17,16,13,1,5,14,18,0,1
1201.717,17,16,13,1,5,14,18,0,1
1202.704,17,16,13,1,5,14,18,0,1
1203.705,17,16,13,1,5,14,18,0,1
1204.721,17,16,13,1,5,14,18,0,1
1205.717,17,16,13,1,5,14,18,0,1
1206.719,17,16,13,1,5,14,18,0,1
1207.716,17,16,13,1,5,14,18,0,1
1208.72,17,16,13,1,5,14,18,0,1
1209.721,17,16,13,1,5,14,18,0,1
1210.712,17,16,13,1,5,14,18,0,1
1211.704,17,16,13,1,5,14,18,0,1
1212.708,17,16,13,1,5,14,18,0,1
1213.71,17,16,13,1,5,14,18,0,1
1214.712,17,16,13,1,5,14,18,0,1
1215.722,17,16,13,1,5,14,18,0,1
1216.702,17,16,14,1,5,14,18,0,1
1217.724,17,16,14,1,5,14,18,0,1
1218.723,17,16,14,1,5,14,18,0,1
1219.71,17,16,14,1,5,14,18,0,1
1220.715,17,16,14,1,5,14,18,0,1
1221.708,17,16,14,1,5,14,18,0,1
1222.713,17,16,14,1,5,14,18,0,1
1223.703,17,16,15,1,5,14,18,0,1
1224.71,17,16,15,1,5,14,18,0,1
1225.715,17,16,15,1,5,13,18,0,1
1226.704,17,16,15,1,5,13,18,0,1
1227.709,17,16,15,1,5,13,18,0,1
1228.723,17,16,15,1,5,13,18,0,1
1229.727,17,16,15,1,5,13,18,0,1
1230.708,17,16,15,1,5,13,18,0,1
1231.713,17,16,15,1,5,13,18,0,1
1232.717,17,16,15,1,5,13,18,0,1
1233.708,17,16,15,1,5,13,18,0,1
1234.723,17,16,15,1,5,13,18,0,1
1235.717,17,16,15,1,5,13,18,0,1
1236.706,17,16,15,1,5,13,18,0,1
1237.716,17,16,15,1,5,13,18,0,1
1238.705,17,16,15,1,5,13,18,0,1
1239.71,17,16,15,1,5,13,18,0,1
1240.71,17,16,16,1,5,13,18,0,1
1241.719,17,16,16,1,5,13,18,0,1
1242.706,17,16,16,1,5,13,18,0,1
1243.721,17,16,16,1,5,13,18,0,1
1244.711,17,16,16,1,5,13,18,0,1
1245.724,17,16,16,1,5,13,18,0,1
1246.714,17,16,16,1,5,13,18,0,1
1247.71,17,16,16,1,5,13,18,0,1
1248.703,17,16,16,1,5,13,18,0,1
1249.702,17,16,16,1,5,13,18,0,1
1250.725,17,16,16,1,5,13,18,0,1
1251.729,17,16,16,1,5,13,18,0,1
1252.709,17,16,16,1,5,13,18,0,1
1253.702,17,16,16,1,5,13,18,0,1
1254.714,17,16,16,1,5,13,18,0,1
1255.709,17,16,16,1,5,13,18,0,1
1256.706,17,16,16,1,5,13,18,0,1
1257.709,17,16,16,1,5,13,18,0,1
1258.725,17,16,16,1,5,13,18,0,1
1259.703,17,16,16,1,5,13,18,0,1
1260.711,17,16,16,1,5,13,18,0,1
1261.713,17,16,16,1,5,13,18,0,1
1262.718,17,16,16,1,5,13,18,0,1
1263.711,17,16,16,1,5,13,18,0,1
1264.718,17,16,16,1,5,13,18,0,1
1265.704,17,16,17,1,5,13,18,0,1
1266.718,17,16,17,1,5,13,18,0,1
1267.717,17,16,17,1,5,13,18,0,1
1268.714,17,16,17,1,5,13,18,0,1
1269.719,17,16,17,1,5,13,18,0,1
1270.714,17,16,17,1,5,13,18,0,1
1271.728,17,16,17,1,5,13,18,0,1
1272.727,17,16,17,1,5,13,18,0,1
1273.717,17,16,17,1,5,13,18,0,1
1274.708,17,16,17,1,5,13,18,0,1
1275.71,17,16,17,1,5,13,18,0,1
1276.724,17,16,17,1,5,13,18,0,1
1277.703,17,16,17,1,5,13,18,0,1
1278.711,17,16,17,1,5,13,18,0,1
1279.705,17,16,17,1,5,13,18,0,1
1280.718,17,16,17,1,5,13,18,0,1
1281.713,17,16,17,1,5,13,18,0,1
1282.709,17,16,17,1,5,13,18,0,1
1283.72,17,16,17,1,5,13,18,0,1
1284.722,17,16,17,1,5,13,18,0,1
1285.708,17,16,17,1,5,13,18,0,1
1286.711,17,16,17,1,5,13,18,0,1
1287.715,17,16,17,1,5,13,18,0,1
1288.71,17,16,18,1,5,13,18,0,1
1289.712,17,16,18,1,5,13,18,0,1
1290.721,17,16,18,1,5,13,18,0,1
1291.706,17,16,18,1,5,13,18,0,1
1292.722,17,16,18,1,5,13,18,0,1
1293.722,17,16,19,1,5,12,18,0,1
1294.715,17,16,19,1,5,12,18,0,1
1295.722,17,16,19,1,5,12,18,0,1
1296.722,17,16,19,1,5,12,18,0,1
1297.716,17,16,19,1,5,12,18,0,1
1298.708,17,16,19,1,5,12,18,0,1
1299.711,17,16,19,1,5,12,18,0,1
1300.713,17,16,19,1,5,12,18,0,1
1301.704,17,16,19,1,5,12,18,0,1
1302.712,17,16,19,1,5,12,18,0,1
1303.704,17,16,19,1,5,12,18,0,1
1304.724,17,16,19,1,5,12,18,0,1
1305.711,17,16,19,1,5,12,18,0,1
1306.706,17,16,19,1,5,12,18,0,1
1307.712,17,16,19,1,5,12,18,0,1
1308.715,17,16,19,1,5,12,18,0,1
1309.724,17,16,19,1,5,12,18,0,1
1310.719,17,16,20,1,5,12,18,0,1
1311.721,17,16,20,1,5,12,18,0,1
1312.715,17,16,20,1,5,12,18,0,1
1313.702,17,16,20,1,5,12,18,0,1
1314.704,17,16,20,1,5,12,18,0,1
1315.712,17,16,20,1,5,12,18,0,1
1316.703,17,16,20,1,5,12,18,0,1
1317.714,17,16,20,1,5,12,18,0,1
1318.711,17,16,20,1,5,12,18,0,1
1319.718,17,16,20,1,5,12,18,0,1
1320.715,17,16,20,1,5,12,18,0,1
1321.72,17,16,20,1,5,12,18,0,1
1322.704,17,16,20,1,5,12,18,0,1
1323.724,17,16,20,1,5,12,18,0,1
