tempo,velocidade,acelerador,volante,freio,embreagem,marcha,rpm,drs,temperatura_motor,temp_freio_RL,temp_freio_RR,temp_freio_FL,temp_freio_FR,temp_sup_pneu_RL,temp_sup_pneu_RR,temp_sup_pneu_FL,temp_sup_pneu_FR,temp_int_pneu_RL,temp_int_pneu_RR,temp_int_pneu_FL,temp_int_pneu_FR,pressao_pneu_RL,pressao_pneu_RR,pressao_pneu_FL,pressao_pneu_FR,tipo_superfice_Rl,tipo_superfice_RR,tipo_superfice_FL,tipo_superfice_FR
464.004,195,56.86274766921997,0.49276164174079895,0.0,0,5,10143,0,124,800,796,831,826,95,81,117,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.073,193,61.5686297416687,0.43928927183151245,0.0,0,5,10101,0,124,796,792,828,823,96,81,119,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.121,193,64.70588445663452,0.39243924617767334,0.0,0,5,10091,0,124,793,789,825,820,96,81,120,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.167,193,69.01960968971252,0.3119208812713623,0.0,0,5,10093,0,124,790,787,823,818,96,81,121,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.213,192,74.11764860153198,0.2630465030670166,0.0,0,5,10122,0,124,788,784,821,816,96,81,122,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.261,193,78.03921699523926,0.25614815950393677,0.0,0,5,10149,0,124,785,782,819,814,97,81,122,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.305,193,80.0000011920929,0.2553999722003937,0.0,0,5,10168,0,124,782,779,816,811,97,81,123,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.352,193,83.92156958580017,0.25623252987861633,0.0,0,5,10208,0,124,780,776,814,809,97,82,123,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.421,193,88.23529481887817,0.25562238693237305,0.0,0,5,10284,0,124,776,773,811,806,98,82,124,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.467,194,95.29411792755127,0.25722992420196533,0.0,0,5,10366,0,124,773,770,808,804,98,82,124,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.512,194,99.60784316062927,0.26323696970939636,0.0,0,5,10457,0,124,771,768,806,801,98,82,125,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.558,195,100.0,0.26265132427215576,0.0,0,5,10511,0,124,768,765,804,799,99,83,125,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.604,195,100.0,0.2613717317581177,0.0,0,5,10566,0,124,766,763,802,797,100,83,126,89,104,109,99,108,22.3,22.6,24.9,25.5,0,0,0,0
464.673,196,100.0,0.23267461359500885,0.0,0,5,10639,0,124,762,759,799,794,100,84,127,89,104,109,99,108,22.4,22.6,24.9,25.5,0,0,0,0
464.717,196,100.0,0.2278108298778534,0.0,0,5,10682,0,124,760,756,796,792,101,84,127,89,104,109,99,108,22.4,22.6,24.9,25.5,0,0,0,0
464.762,197,98.03921580314636,0.19897207617759705,0.0,0,5,10697,0,124,757,754,794,789,102,84,128,89,104,109,99,108,22.4,22.6,24.9,25.5,0,0,0,0
464.807,197,95.29411792755127,0.15560995042324066,0.0,0,5,10678,0,125,755,751,792,787,102,85,128,89,104,109,99,108,22.4,22.6,25.0,25.5,0,0,0,0
464.852,198,93.72549057006836,0.12820740044116974,0.0,0,5,10654,0,125,752,749,790,785,103,85,128,89,104,109,99,108,22.4,22.6,25.0,25.5,0,0,0,0
464.921,198,94.11764740943909,0.12820184230804443,0.0,0,5,10639,0,125,749,745,787,782,104,86,129,88,104,109,99,108,22.4,22.6,25.0,25.5,0,0,0,0
464.967,199,96.07843160629272,0.12789015471935272,0.0,0,5,10645,0,125,746,743,785,780,104,86,129,88,104,109,99,107,22.4,22.6,25.0,25.5,0,0,0,0
465.014,200,100.0,0.1275196075439453,0.0,0,5,10676,0,125,744,740,782,778,105,86,129,88,104,109,99,107,22.4,22.6,25.0,25.5,0,0,0,0
465.061,201,100.0,0.12707163393497467,0.0,0,5,10689,0,125,741,738,780,776,105,86,129,88,104,109,99,107,22.4,22.6,25.0,25.5,0,0,0,0
465.11,202,100.0,0.1265312135219574,0.0,0,5,10713,0,125,739,735,778,773,105,87,129,88,104,109,99,107,22.4,22.6,25.0,25.5,0,0,0,0
465.157,202,100.0,0.12127820402383804,0.0,0,5,10750,0,125,736,733,776,771,105,87,128,88,104,109,99,107,22.4,22.6,25.0,25.5,0,0,0,0
465.206,203,100.0,0.11507720500230789,0.0,0,5,10799,0,125,733,730,773,769,105,87,128,88,104,109,99,107,22.4,22.6,25.0,25.5,0,0,0,0
465.254,205,100.0,0.11127655953168869,0.0,0,5,10849,0,125,731,728,771,767,105,87,128,88,104,109,99,107,22.4,22.6,25.0,25.5,0,0,0,0
465.301,206,100.0,0.12486409395933151,0.0,0,5,10891,0,125,728,725,769,764,105,87,127,88,104,109,99,107,22.4,22.6,25.0,25.5,0,0,0,0
465.371,207,98.82352948188782,0.12310321629047394,0.0,0,5,10972,0,125,724,721,765,761,105,87,127,87,104,109,99,107,22.4,22.6,25.0,25.5,0,0,0,0
465.418,208,92.54902005195618,0.12309888005256653,0.0,0,5,10986,0,125,722,719,763,759,105,87,126,87,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,1
465.465,208,87.84313797950745,0.14161422848701477,0.0,0,5,10986,0,125,719,716,761,756,105,87,126,87,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,1
465.511,209,85.88235378265381,0.16141097247600555,0.0,0,5,10996,0,125,717,714,759,754,105,87,126,87,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,1
465.558,209,83.92156958580017,0.18267787992954254,0.0,0,5,11019,0,125,714,711,757,752,105,87,126,87,104,109,100,107,22.4,22.6,25.0,25.5,0,1,0,1
465.605,209,82.35294222831726,0.20438945293426514,0.0,0,5,11063,0,125,712,709,754,750,105,87,126,87,104,109,100,107,22.4,22.6,25.0,25.5,0,1,0,1
465.673,210,85.88235378265381,0.23440034687519073,0.0,0,5,11134,0,125,708,705,751,747,106,87,127,87,104,109,100,107,22.4,22.6,25.0,25.5,0,1,0,1
465.72,210,88.6274516582489,0.21692176163196564,0.0,0,6,9777,0,125,706,703,749,744,106,88,127,87,104,109,100,107,22.4,22.6,25.0,25.5,0,1,0,1
465.768,210,87.45098114013672,0.21499474346637726,0.0,0,6,9797,0,125,703,700,747,742,106,88,127,86,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,1
465.817,211,85.88235378265381,0.21271266043186188,0.0,0,6,9764,0,125,701,698,745,740,106,88,128,86,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,1
465.866,211,81.96078538894653,0.21320603787899017,0.0,0,6,9713,0,125,698,695,742,738,107,88,128,87,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
465.916,211,89.41176533699036,0.2141697257757187,0.0,0,6,9733,0,125,696,693,740,736,107,88,129,86,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
465.967,211,90.98039269447327,0.21442687511444092,0.0,0,6,9764,0,125,693,690,738,733,108,88,129,87,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.018,211,96.07843160629272,0.21441033482551575,0.0,0,6,9810,0,125,691,688,735,731,108,89,130,87,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.069,211,96.86274528503418,0.21952958405017853,0.0,0,6,9859,0,125,688,685,733,729,108,89,130,87,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.119,212,94.11764740943909,0.22989611327648163,0.0,0,6,9886,0,125,685,682,731,726,109,89,131,87,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.17,212,98.82352948188782,0.2291184365749359,0.0,0,6,9950,0,125,683,680,728,724,109,89,131,87,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.217,212,100.0,0.21882735192775726,0.0,0,6,9961,0,125,680,677,726,722,110,89,132,86,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.265,213,100.0,0.21393653750419617,0.0,0,6,9976,0,125,678,675,724,720,110,90,132,86,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.314,213,100.0,0.20101843774318695,0.0,0,6,10021,0,125,675,672,722,717,111,90,133,86,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.362,214,100.0,0.19477631151676178,0.0,0,6,10093,0,125,673,670,720,715,111,90,133,86,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.409,214,100.0,0.1908242255449295,0.0,0,6,10153,0,125,670,667,717,713,111,90,133,86,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.458,214,100.0,0.18773487210273743,0.0,0,6,10201,0,125,668,665,715,711,112,91,134,86,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.506,215,100.0,0.16564776003360748,0.0,0,6,10182,0,125,665,662,713,709,112,91,134,86,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.553,216,100.0,0.14376398921012878,0.0,0,6,10142,0,125,663,660,711,707,113,91,134,85,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.603,216,100.0,0.14304423332214355,0.0,0,6,10141,0,125,661,658,709,704,113,91,134,85,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
466.675,217,100.0,0.13843834400177002,0.0,0,6,10182,0,125,657,654,705,701,114,92,134,85,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
466.724,218,100.0,0.1345612108707428,0.0,0,6,10229,0,125,654,652,703,699,114,92,135,85,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
466.774,219,100.0,0.11719582974910736,0.0,0,6,10199,0,125,652,649,701,697,114,92,134,85,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
466.824,219,100.0,0.11427298188209534,0.0,0,6,10177,0,125,650,647,699,695,114,92,134,85,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
466.875,220,100.0,0.11158481985330582,0.0,0,6,10169,0,125,647,644,697,692,114,92,134,85,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
466.901,221,100.0,0.10860668867826462,0.0,0,6,10163,0,125,646,643,695,691,114,92,134,85,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
466.952,222,100.0,0.10489457100629807,0.0,0,6,10202,0,125,643,641,693,689,114,92,134,84,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
467.002,222,100.0,0.10069256275892258,0.0,0,6,10238,0,125,641,638,691,687,114,92,133,84,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
467.076,224,100.0,0.04653143882751465,0.0,0,6,10290,0,125,637,634,688,683,114,92,132,84,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
467.124,225,100.0,0.01168721355497837,0.0,0,6,10312,0,125,635,632,685,681,113,92,131,84,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
467.172,224,100.0,-0.0,66.22377634048462,0,6,10034,0,125,644,641,692,688,113,92,130,84,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
467.222,221,98.03921580314636,-0.0,100.0,0,6,10304,0,125,668,666,714,710,112,91,130,84,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
467.269,215,36.07843220233917,-0.0,100.0,0,5,10889,0,125,691,689,734,730,112,91,130,84,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
467.317,211,0.0,-0.0,100.0,0,5,10357,0,125,711,709,753,749,111,91,129,84,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
467.364,205,0.0,-0.0007854073191992939,100.0,0,5,10074,0,125,730,728,770,766,111,91,129,84,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
467.413,200,0.0,-0.0007921726792119443,100.0,0,5,10218,0,125,747,745,785,781,110,90,128,85,104,109,100,107,22.4,22.6,25.0,25.5,1,0,1,0
467.46,195,0.0,-0.0007993142353370786,100.0,0,4,11815,0,125,763,761,800,796,110,90,128,85,104,109,100,107,22.4,22.6,25.0,25.5,1,0,0,0
467.507,191,0.0,-0.0006977323209866881,100.0,0,4,11195,0,125,778,776,813,810,109,90,127,85,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
467.556,186,0.0,-0.0006983027560636401,100.0,0,4,10626,0,125,792,790,825,822,109,90,127,85,104,109,100,107,22.4,22.6,25.0,25.5,0,0,0,0
467.604,181,0.0,4.275699586053783e-11,100.0,0,4,10303,0,125,804,802,837,834,109,90,127,85,104,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
467.652,177,0.0,0.006890364456921816,100.0,0,3,12115,0,125,816,814,848,845,109,90,126,85,104,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
467.725,172,0.0,0.03909359127283096,100.0,0,3,11946,0,125,833,831,863,860,108,89,126,85,104,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
467.775,168,0.0,0.06234272941946983,100.0,0,3,11414,0,125,843,841,872,869,107,89,125,85,104,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
467.826,163,0.0,0.08523150533437729,100.0,0,3,10976,0,125,853,851,881,878,107,89,125,85,105,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
467.877,159,0.0,0.10799374431371689,100.0,0,2,12989,0,125,862,860,889,887,107,89,125,85,105,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
467.903,157,0.0,0.11916205286979675,100.0,0,2,13454,0,125,866,864,894,891,107,89,124,85,105,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
467.952,154,0.0,0.14157240092754364,100.0,0,2,13042,0,125,875,873,901,898,106,89,124,85,105,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
468.002,150,0.0,0.15655411779880524,100.0,0,2,12634,0,125,883,881,909,905,106,89,124,86,105,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
468.052,147,0.0,0.1811925321817398,100.0,0,2,12330,0,125,890,888,915,912,106,88,123,86,105,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
468.122,142,0.0,0.22598978877067566,100.0,0,2,11954,0,125,900,898,925,920,105,88,123,86,105,109,101,107,22.4,22.6,25.0,25.5,0,0,0,0
468.171,139,0.0,0.2599944770336151,100.0,0,2,11673,0,125,906,903,930,926,105,88,123,86,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.218,136,0.0,0.2927711009979248,100.0,0,2,11380,0,125,912,909,935,931,105,88,123,86,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.264,133,0.0,0.3245882987976074,100.0,0,2,11099,0,125,917,914,940,935,105,88,123,86,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.312,130,0.0,0.35533103346824646,100.0,0,2,10835,0,125,922,919,945,939,105,87,123,86,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.358,127,0.0,0.38511922955513,100.0,0,2,10590,0,125,926,923,949,943,105,87,124,86,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.405,124,0.0,0.41402649879455566,100.0,0,2,10342,0,125,931,927,953,947,105,87,124,86,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.473,120,0.0,0.45630642771720886,100.0,0,2,9942,0,124,937,933,958,952,105,87,124,86,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.519,117,0.0,0.48341330885887146,100.0,0,2,9663,0,124,940,936,961,955,105,87,125,86,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.564,115,0.0,0.5098660588264465,100.0,0,2,9444,0,124,944,940,964,958,105,87,125,86,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.609,112,0.0,0.5355329513549805,100.0,0,2,9239,0,124,947,943,967,961,105,87,125,86,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.653,109,0.0,0.5581502318382263,100.0,0,2,9031,0,124,950,945,969,963,105,87,126,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.72,105,0.0,0.570960521697998,100.0,0,2,8716,0,124,953,949,973,966,105,86,126,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.765,103,0.0,0.5804924964904785,100.0,0,2,8495,0,124,956,951,975,969,105,86,127,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.809,100,0.0,0.5899677872657776,56.5608024597168,0,2,8448,0,124,957,952,975,969,104,86,127,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.853,98,1.568627543747425,0.5994222164154053,61.294323205947876,0,2,8318,0,124,958,953,976,970,104,86,127,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.921,95,4.70588244497776,0.6120612025260925,40.44131934642792,0,2,8124,0,124,959,954,977,971,104,86,127,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
468.967,94,4.70588244497776,0.6182299852371216,0.0,0,2,8152,0,124,957,953,976,969,104,86,127,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.014,93,5.882352963089943,0.6193861961364746,0.0,0,2,8095,0,124,956,951,974,968,104,86,128,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.062,92,7.450980693101883,0.6179455518722534,0.0,0,2,8039,0,124,954,949,973,966,103,85,128,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.109,92,9.019608050584793,0.6155788898468018,0.0,0,2,7982,0,124,952,947,971,965,103,85,128,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.157,91,16.07843190431595,0.6091026663780212,0.0,0,2,7976,0,124,950,946,969,963,103,85,128,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.205,91,17.64705926179886,0.6074099540710449,0.0,0,2,7954,0,124,948,944,968,962,103,85,128,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.254,90,23.52941185235977,0.6059711575508118,0.0,0,2,7957,0,124,946,942,966,960,102,85,128,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.303,91,32.94117748737335,0.6032364368438721,0.0,0,3,7032,0,124,945,940,965,959,102,85,128,87,105,109,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.352,91,38.03921639919281,0.6009260416030884,0.0,0,3,6709,0,124,943,938,963,957,102,85,128,87,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.423,91,40.392157435417175,0.598627507686615,0.0,0,3,6682,0,124,940,935,961,955,102,85,128,87,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.47,91,41.17647111415863,0.5976186990737915,0.0,0,3,6674,0,124,938,934,959,953,102,85,128,87,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.515,91,43.92156898975372,0.5950703620910645,0.0,0,3,6681,0,124,936,932,958,952,102,85,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.561,91,45.49019634723663,0.5926010608673096,0.0,0,3,6690,0,124,935,930,956,950,102,85,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.605,91,46.27451002597809,0.5901753902435303,0.0,0,3,6688,0,124,933,928,955,949,102,85,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.672,91,50.1960813999176,0.586161732673645,0.0,0,3,6745,0,124,930,926,953,946,101,85,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.716,91,50.58823823928833,0.5820528864860535,0.0,0,3,6767,0,124,929,924,951,945,101,85,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.761,91,50.58823823928833,0.5784961581230164,0.0,0,3,6784,0,124,927,923,950,944,101,84,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.806,91,51.372551918029785,0.5637931823730469,0.0,0,3,6808,0,124,925,921,948,942,101,84,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.872,91,54.509806632995605,0.5581346154212952,0.0,0,3,6867,0,124,923,918,946,940,101,84,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.917,92,55.68627715110779,0.5546653866767883,0.0,0,3,6898,0,124,921,917,945,939,101,84,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
469.96,92,55.29412031173706,0.551979660987854,0.0,0,3,6942,0,124,920,915,943,937,101,84,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
470.004,92,52.941179275512695,0.5486079454421997,0.0,0,3,6957,0,124,918,914,942,936,101,84,128,86,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
470.069,92,52.15686559677124,0.5103520154953003,0.0,0,3,6971,0,124,916,911,940,934,101,84,128,85,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
470.114,93,52.15686559677124,0.44388893246650696,0.0,0,3,6967,0,124,914,909,938,932,101,84,128,85,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
470.159,93,52.941179275512695,0.42035531997680664,0.0,0,3,7015,0,124,912,908,937,931,101,84,128,85,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
470.205,93,53.33333611488342,0.4174465537071228,0.0,0,3,7019,0,124,911,906,936,930,101,84,128,85,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
470.252,94,53.72549295425415,0.41526398062705994,0.0,0,3,7046,0,124,909,904,934,928,101,84,127,85,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
470.323,94,55.29412031173706,0.4117383062839508,0.0,0,3,7097,0,124,906,902,932,926,101,84,127,85,105,108,101,107,22.4,22.6,25.1,25.5,0,0,0,0
470.371,94,56.86274766921997,0.4090426564216614,0.0,0,3,7141,0,124,905,900,930,924,101,84,127,85,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.42,95,59.215688705444336,0.40680521726608276,0.0,0,3,7194,0,124,903,898,929,923,101,84,127,85,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.469,95,60.784316062927246,0.404117226600647,0.0,0,3,7256,0,124,901,897,927,921,101,84,127,85,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.517,96,60.784316062927246,0.401275634765625,0.0,0,3,7303,0,124,899,895,926,920,101,84,127,85,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.564,96,60.784316062927246,0.3996953070163727,0.0,0,3,7363,0,124,897,893,924,918,101,84,127,85,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.611,97,60.39215922355652,0.36284908652305603,0.0,0,3,7393,0,124,895,891,923,917,101,84,126,84,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.657,97,58.82353186607361,0.3351636528968811,0.0,0,3,7374,0,124,894,889,921,915,101,84,126,84,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.703,98,58.43137502670288,0.2771655321121216,0.0,0,3,7460,0,124,892,888,920,914,101,84,126,84,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.773,99,58.82353186607361,0.22865483164787292,0.0,0,3,7486,0,124,889,885,917,911,101,85,125,84,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.819,99,61.96078658103943,0.20310862362384796,0.0,0,3,7542,0,124,887,883,916,910,101,85,125,84,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.864,100,65.8823549747467,0.1867268681526184,0.0,0,3,7627,0,124,886,881,914,908,101,85,125,84,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.909,101,70.98039388656616,0.13937847316265106,0.0,0,3,7749,0,124,884,880,913,907,101,85,124,83,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
470.954,102,82.74509906768799,0.08716809749603271,0.0,0,3,7898,0,124,882,878,911,905,101,85,124,83,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.023,104,85.88235378265381,0.045688237994909286,0.0,0,3,8085,0,124,879,875,909,903,101,85,123,83,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.068,106,92.15686321258545,0.032658759504556656,0.0,0,3,8204,0,124,878,873,907,901,101,85,122,83,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.112,108,100.0,0.03054864890873432,0.0,0,3,8350,0,124,876,872,906,900,100,85,122,83,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.157,110,100.0,0.027152135968208313,0.0,0,3,8495,0,124,874,870,904,898,100,85,121,83,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.202,111,100.0,0.013799798674881458,0.0,0,3,8644,0,124,872,868,903,897,100,85,121,82,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.271,114,100.0,0.007442415226250887,0.0,0,3,8903,0,124,869,865,900,894,100,85,120,82,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.317,116,98.82352948188782,-0.020514843985438347,0.0,0,3,9078,0,124,867,863,898,893,100,85,119,82,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.363,118,97.25490212440491,-0.042290784418582916,0.0,0,3,9232,0,124,865,861,897,891,100,86,119,82,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.41,120,96.47058844566345,-0.0730404183268547,0.0,0,3,9365,0,124,863,859,895,889,100,86,118,81,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.456,122,96.07843160629272,-0.10526924580335617,0.0,0,3,9494,0,124,861,857,893,887,100,86,118,81,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.503,124,93.72549057006836,-0.13519394397735596,0.0,0,3,9622,0,124,859,855,891,886,100,86,117,81,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.57,127,89.41176533699036,-0.17598159611225128,0.0,0,3,9807,0,124,856,852,889,883,100,86,116,81,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.615,128,85.09804010391235,-0.20089802145957947,0.0,0,3,9935,0,124,854,850,887,881,100,86,116,81,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.661,130,80.78431487083435,-0.22095689177513123,0.0,0,3,10026,0,124,852,848,885,880,100,87,115,81,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.706,131,75.68627595901489,-0.23855730891227722,0.0,0,3,10094,0,124,850,846,883,878,100,87,115,81,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.752,132,69.80392336845398,-0.23174795508384705,0.0,0,3,10101,0,124,848,844,882,876,100,87,114,82,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.821,133,61.96078658103943,-0.20076552033424377,0.0,0,3,10032,0,124,845,841,879,873,100,87,114,82,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.867,134,58.82353186607361,-0.2215876430273056,34.01135802268982,0,3,9825,0,124,844,840,878,873,100,87,113,83,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.913,133,53.72549295425415,-0.24513845145702362,100.0,0,3,10100,0,124,852,848,884,880,100,88,113,83,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
471.959,131,47.05882370471954,-0.26870205998420715,100.0,0,2,11517,0,124,859,856,890,886,99,88,113,84,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
472.006,130,25.882354378700256,-0.29203152656555176,100.0,0,2,11153,0,124,866,863,895,892,99,88,112,84,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
472.053,128,11.764705926179886,-0.3150178790092468,100.0,0,2,10895,0,124,872,869,901,898,99,88,112,85,105,108,102,107,22.4,22.6,25.1,25.5,0,0,0,0
