tempo,rl_tyre_wear,rr_tyre_wear,fl_tyre_wear,fr_tyre_wear,rl_tyre_damage,rr_tyre_damage,fl_tyre_damage,fr_tyre_damage,rl_brake_damage,rr_brake_damage,fl_brake_damage,fr_brake_damage,rl_tyre_blisters,rr_tyre_blisters,fl_tyre_blisters,fr_tyre_blisters,fl_wing_damage,fr_wing_damage,rear_wing_damage,floor_damage,diffuser_damage,sidepod_damage,drs_fault,ers_fault,gear_box_damage,engine_damage,engine_MGUH_wear,engine_ES_wear,engine_CE_wear,engine_ICE_wear,engine_MGUK_wear,engine_TC_wear,engine_blown,engine_seized
384.517,12.455692291259766,14.82218074798584,9.581353187561035,12.267287254333496,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
384.618,12.459014892578125,14.828451156616211,9.582719802856445,12.271113395690918,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
384.719,12.462835311889648,14.835464477539062,9.584125518798828,12.275324821472168,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
384.819,12.46657657623291,14.84253215789795,9.585563659667969,12.279796600341797,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
384.916,12.470200538635254,14.84940242767334,9.587044715881348,12.284305572509766,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385.013,12.473821640014648,14.856264114379883,9.588469505310059,12.288593292236328,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385.109,12.477505683898926,14.86328411102295,9.589974403381348,12.293024063110352,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385.206,12.481196403503418,14.870379447937012,9.591492652893066,12.297611236572266,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385.302,12.48489761352539,14.87753677368164,9.59302806854248,12.302314758300781,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385.425,12.489709854125977,14.886933326721191,9.595056533813477,12.308411598205566,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385.501,12.492713928222656,14.892821311950684,9.596213340759277,12.311922073364258,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385.604,12.496687889099121,14.900491714477539,9.597725868225098,12.31656551361084,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385.706,12.500410079956055,14.907691955566406,9.599261283874512,12.320962905883789,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385.808,12.503836631774902,14.914466857910156,9.600696563720703,12.324803352355957,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385.909,12.506924629211426,14.920597076416016,9.601909637451172,12.32788372039795,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.007,12.509695053100586,14.925924301147461,9.60289192199707,12.330260276794434,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.104,12.512100219726562,14.93045425415039,9.60357666015625,12.331788063049316,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.224,12.514413833618164,14.934852600097656,9.604244232177734,12.33315658569336,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.319,12.516067504882812,14.937941551208496,9.604673385620117,12.334014892578125,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.412,12.517558097839355,14.940791130065918,9.60498332977295,12.334616661071777,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.505,12.518829345703125,14.943172454833984,9.605196952819824,12.335012435913086,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.622,12.520307540893555,14.945779800415039,9.605390548706055,12.335376739501953,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.719,12.521414756774902,14.947736740112305,9.605497360229492,12.335572242736816,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.819,12.522499084472656,14.949488639831543,9.605497360229492,12.335591316223145,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386.923,12.523639678955078,14.951011657714844,9.605497360229492,12.335591316223145,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387.001,12.524641036987305,14.952085494995117,9.605562210083008,12.335648536682129,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387.125,12.526528358459473,14.953726768493652,9.605562210083008,12.335648536682129,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387.22,12.527730941772461,14.955046653747559,9.605562210083008,12.335648536682129,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387.315,12.528822898864746,14.95643138885498,9.605562210083008,12.335648536682129,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387.41,12.529824256896973,14.957714080810547,9.605575561523438,12.335648536682129,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387.504,12.531030654907227,14.958797454833984,9.605660438537598,12.335719108581543,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387.622,12.532637596130371,14.960183143615723,9.605660438537598,12.335719108581543,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387.714,12.5337553024292,14.96137809753418,9.605660438537598,12.335719108581543,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387.808,12.534797668457031,14.96257495880127,9.605660438537598,12.335719108581543,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387.905,12.535889625549316,14.963850021362305,9.605660438537598,12.335719108581543,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388.025,12.537209510803223,14.965386390686035,9.605660438537598,12.335719108581543,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388.121,12.538278579711914,14.966614723205566,9.605660438537598,12.335719108581543,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388.215,12.53934383392334,14.967839241027832,9.605660438537598,12.335719108581543,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388.308,12.540377616882324,14.969161033630371,9.605777740478516,12.335952758789062,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388.401,12.54139518737793,14.971060752868652,9.605847358703613,12.336097717285156,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388.516,12.542545318603516,14.972951889038086,9.605874061584473,12.336150169372559,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388.61,12.543492317199707,14.974143981933594,9.605874061584473,12.336150169372559,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388.705,12.544475555419922,14.975269317626953,9.605874061584473,12.336150169372559,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388.824,12.545744895935059,14.976625442504883,9.605874061584473,12.336150169372559,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388.919,12.546746253967285,14.977715492248535,9.605874061584473,12.336150169372559,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389.013,12.547723770141602,14.978809356689453,9.605874061584473,12.336150169372559,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389.104,12.548746109008789,14.97984790802002,9.605947494506836,12.336199760437012,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389.217,12.55052661895752,14.98112964630127,9.60622787475586,12.336441993713379,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389.307,12.552287101745605,14.982244491577148,9.606602668762207,12.336767196655273,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389.418,12.554624557495117,14.983672142028809,9.607098579406738,12.337196350097656,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389.508,12.556417465209961,14.984772682189941,9.60751724243164,12.337560653686523,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389.623,12.55923080444336,14.986475944519043,9.60906982421875,12.33871841430664,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389.716,12.563410758972168,14.988428115844727,9.61417293548584,12.342218399047852,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389.812,12.57158088684082,14.99162769317627,9.62708854675293,12.348106384277344,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389.909,12.582770347595215,14.995420455932617,9.648710250854492,12.35400104522705,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390.006,12.5979585647583,14.999829292297363,9.6825590133667,12.361559867858887,12,14,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390.103,12.618459701538086,15.004772186279297,9.730783462524414,12.370497703552246,12,15,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390.219,12.651763916015625,15.010981559753418,9.815308570861816,12.383598327636719,12,15,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390.312,12.682559967041016,15.016376495361328,9.899834632873535,12.394518852233887,12,15,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390.403,12.708499908447266,15.021194458007812,9.984284400939941,12.40351390838623,12,15,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390.52,12.737568855285645,15.026040077209473,10.096689224243164,12.413887977600098,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390.616,12.755009651184082,15.030561447143555,10.193686485290527,12.42565631866455,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390.715,12.767902374267578,15.033849716186523,10.278355598449707,12.433916091918945,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390.815,12.779914855957031,15.037043571472168,10.36194896697998,12.441814422607422,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390.917,12.79355239868164,15.040654182434082,10.447990417480469,12.450287818908691,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.016,12.811083793640137,15.045531272888184,10.54656982421875,12.4592866897583,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.112,12.827528953552246,15.050402641296387,10.639015197753906,12.466628074645996,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.206,12.840500831604004,15.054428100585938,10.722557067871094,12.473013877868652,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.301,12.851129531860352,15.057900428771973,10.798766136169434,12.479708671569824,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.417,12.865209579467773,15.062825202941895,10.883329391479492,12.486848831176758,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.51,12.877604484558105,15.06697940826416,10.947921752929688,12.492171287536621,12,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.602,12.892781257629395,15.072147369384766,11.011104583740234,12.497194290161133,12,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.717,12.91496753692627,15.079816818237305,11.0737943649292,12.501904487609863,12,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.807,12.934120178222656,15.08632755279541,11.110918998718262,12.504659652709961,12,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.921,12.958467483520508,15.094712257385254,11.156051635742188,12.50808048248291,12,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392.013,12.977764129638672,15.101676940917969,11.191788673400879,12.51101016998291,12,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392.107,12.997241020202637,15.108908653259277,11.22686767578125,12.514078140258789,12,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392.201,13.017206192016602,15.116247177124023,11.26093864440918,12.517187118530273,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392.319,13.044495582580566,15.1260347366333,11.304287910461426,12.52116584777832,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392.414,13.06894302368164,15.134533882141113,11.33846378326416,12.5242280960083,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392.509,13.093789100646973,15.142789840698242,11.369638442993164,12.526970863342285,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392.604,13.119523048400879,15.151522636413574,11.394366264343262,12.529505729675293,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392.701,13.142624855041504,15.159625053405762,11.415143013000488,12.531537055969238,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392.822,13.166175842285156,15.168976783752441,11.437216758728027,12.5333251953125,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392.919,13.182174682617188,15.176566123962402,11.449358940124512,12.535138130187988,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.017,13.193185806274414,15.182040214538574,11.457857131958008,12.537147521972656,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.115,13.201130867004395,15.186283111572266,11.466177940368652,12.539068222045898,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.212,13.21133041381836,15.191526412963867,11.4786958694458,12.54112434387207,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.307,13.226286888122559,15.19800090789795,11.499967575073242,12.543553352355957,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.402,13.24440860748291,15.204778671264648,11.52639102935791,12.545281410217285,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.522,13.268746376037598,15.21312427520752,11.561731338500977,12.547281265258789,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.618,13.292482376098633,15.221426963806152,11.59615707397461,12.549215316772461,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.715,13.315465927124023,15.22964859008789,11.631449699401855,12.551100730895996,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.815,13.335542678833008,15.2372465133667,11.662053108215332,12.553363800048828,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.915,13.355538368225098,15.245405197143555,11.682433128356934,12.555623054504395,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394.017,13.370537757873535,15.251972198486328,11.69066333770752,12.557230949401855,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394.118,13.376277923583984,15.254952430725098,11.691994667053223,12.557710647583008,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394.215,13.378678321838379,15.256503105163574,11.69243335723877,12.557924270629883,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394.311,13.380146026611328,15.257802963256836,11.700498580932617,12.562177658081055,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394.406,13.383918762207031,15.260778427124023,11.709440231323242,12.566706657409668,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394.502,13.387499809265137,15.263507843017578,11.714546203613281,12.569686889648438,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394.621,13.390838623046875,15.265999794006348,11.723712921142578,12.574701309204102,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394.718,13.393640518188477,15.267918586730957,11.728097915649414,12.577327728271484,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394.818,13.395893096923828,15.269046783447266,11.73353385925293,12.580145835876465,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394.92,13.39997386932373,15.270648956298828,11.741111755371094,12.582649230957031,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395.022,13.406618118286133,15.27271842956543,11.75563907623291,12.586585998535156,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395.123,13.417461395263672,15.275071144104004,11.777894973754883,12.5899658203125,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395.218,13.42821979522705,15.276823997497559,11.809859275817871,12.59333324432373,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395.313,13.438630104064941,15.278456687927246,11.848111152648926,12.597243309020996,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395.406,13.447946548461914,15.27991771697998,11.889304161071777,12.601472854614258,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395.521,13.45693302154541,15.281434059143066,11.93962287902832,12.60698127746582,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395.611,13.462075233459473,15.282443046569824,11.976434707641602,12.611295700073242,13,15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395.701,13.46611499786377,15.283300399780273,12.009223937988281,12.615242958068848,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395.813,13.470647811889648,15.284255027770996,12.046838760375977,12.619892120361328,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395.903,13.474262237548828,15.284991264343262,12.074390411376953,12.623111724853516,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396.016,13.478469848632812,15.285815238952637,12.106239318847656,12.626516342163086,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396.107,13.481224060058594,15.28635025024414,12.127693176269531,12.627974510192871,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396.224,13.484074592590332,15.287014961242676,12.151182174682617,12.629173278808594,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396.32,13.486407279968262,15.287534713745117,12.168286323547363,12.630060195922852,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396.417,13.48904037475586,15.288111686706543,12.184706687927246,12.631175994873047,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396.513,13.4920015335083,15.288752555847168,12.199604988098145,12.632143020629883,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396.606,13.49506950378418,15.28938102722168,12.214336395263672,12.633082389831543,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396.719,13.499063491821289,15.290373802185059,12.231557846069336,12.634139060974121,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396.808,13.502242088317871,15.29127311706543,12.244709014892578,12.634891510009766,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396.92,13.506165504455566,15.292448043823242,12.260566711425781,12.635753631591797,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397.008,13.509234428405762,15.293368339538574,12.272904396057129,12.636496543884277,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397.118,13.513246536254883,15.294686317443848,12.287418365478516,12.637402534484863,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397.206,13.517017364501953,15.296195030212402,12.296591758728027,12.637944221496582,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397.321,13.522781372070312,15.298425674438477,12.306015968322754,12.638455390930176,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397.416,13.528474807739258,15.300558090209961,12.31312084197998,12.638886451721191,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397.512,13.535083770751953,15.30286979675293,12.32107162475586,12.63937759399414,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397.608,13.542593955993652,15.305383682250977,12.327141761779785,12.639737129211426,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397.703,13.548907279968262,15.307701110839844,12.328981399536133,12.639925956726074,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397.819,13.55152702331543,15.309004783630371,12.32923412322998,12.639965057373047,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
397.909,13.551982879638672,15.309354782104492,12.32923412322998,12.639965057373047,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398.022,13.553089141845703,15.310419082641602,12.329324722290039,12.639965057373047,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398.111,13.554826736450195,15.3123197555542,12.32960033416748,12.64003849029541,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398.221,13.557232856750488,15.314958572387695,12.330103874206543,12.640157699584961,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398.31,13.559211730957031,15.31697940826416,12.330458641052246,12.640240669250488,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398.402,13.561055183410645,15.318804740905762,12.330506324768066,12.640240669250488,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398.52,13.562640190124512,15.320272445678711,12.330519676208496,12.64025592803955,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398.615,13.564427375793457,15.321672439575195,12.330674171447754,12.64049243927002,13,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
